id;mass;r_x;r_y;v_x;v_y
0;9.30659521101883E34;-4.2862643733646355E9;6.267174578950303E10;0.0;0.0
1;1.8259887437554902E34;-1.4591797576426907E10;7.146861558050865E10;0.0;0.0
2;9.913696233014601E34;3.667712474014888E10;2.13179628491767E10;0.0;0.0
3;3.1822570466014623E34;-5.561123550640036E9;5.5843603149580734E10;0.0;0.0
4;1.2482874710845902E34;1.282700371782528E10;-5.616132992456436E9;0.0;0.0
5;7.149201389237299E34;-3.4049533342678375E9;3.665246337786827E9;0.0;0.0
6;1.2485153645199218E34;3.220050367105761E10;1.7617597407696667E10;0.0;0.0
7;9.682515162324823E34;4.39728697791443E10;2.841195676009671E10;0.0;0.0
8;4.087248772925988E34;1.999226695326552E10;3.2886238242418762E10;0.0;0.0
9;3.321123112235595E34;1.4285054320618633E10;1.613932856559724E10;0.0;0.0
10;6.545246822836076E32;-3.19842932442499E10;6.595982631564342E10;0.0;0.0
11;2.138094602917132E34;5.781186497855904E9;8.274623597622833E10;0.0;0.0
12;2.5408687352553945E33;9.832481750295639E9;6.5194778294087654E10;0.0;0.0
13;1.2671096081796506E34;-5.500905842864285E10;1.8393983635320465E10;0.0;0.0
14;6.0776523553220025E34;-9.280748382147522E9;6.480823303738545E10;0.0;0.0
15;9.54048369578813E34;1.8400277886809444E9;3.0280261067051086E10;0.0;0.0
16;8.68552535811485E34;-1.7808215544725056E10;5.924240701005609E10;0.0;0.0
17;7.856371439271885E34;-1.6255457329234207E10;3.3166244433411476E10;0.0;0.0
18;6.066929755871935E33;3.6081660714978743E9;6.184513233466575E10;0.0;0.0
19;1.7504476472055413E34;1.637074977457844E10;3.525920803869924E10;0.0;0.0
20;1.1102579028673398E34;-2.5848282120248245E10;4.3252186566359695E10;0.0;0.0
21;1.317716941234097E34;4.536782755713153E10;2.768122833881874E9;0.0;0.0
22;3.7184457168190474E34;-2.2840384861106567E9;1.9034134394696163E10;0.0;0.0
23;1.3409935543471494E34;2.9259372973404705E10;2.6439396865530907E10;0.0;0.0
24;4.635911184307303E34;2.3139403461034595E10;1.8909770108657475E10;0.0;0.0
25;1.4740656222633604E34;2.013766008095182E10;2.910837215155703E10;0.0;0.0
26;3.6477030092515527E34;1.6167756500618515E9;5.415315950533504E10;0.0;0.0
27;9.138403547847715E34;1.687308422742004E10;5.160950929303685E10;0.0;0.0
28;7.322811866063557E34;-1.1273693838311604E10;2.8646135956043472E10;0.0;0.0
29;3.6118893398369776E34;-2.5186396383747658E10;3.908546713248494E10;0.0;0.0
30;7.454456427412959E34;2.008819471476768E10;1.3120885845315334E10;0.0;0.0
31;9.746075975306874E34;9.90605117529421E9;2.0915669197290573E10;0.0;0.0
32;8.045599022908502E34;2.1906400531626595E10;-4.389957360493454E9;0.0;0.0
33;9.419298342910557E34;-2.6683124919080467E10;1.4787037958033585E10;0.0;0.0
34;7.960659630006494E34;-4.1991875330934715E9;8.431010590014038E8;0.0;0.0
35;9.152192137530444E34;3.8605418656407394E9;-4.562494466095337E9;0.0;0.0
36;9.090568386729342E34;6.763567610649797E9;2.1931053758753403E10;0.0;0.0
37;3.5782564902913556E34;2.6931607555207336E10;4.98281054260489E10;0.0;0.0
38;3.883737513102405E34;3.980977540993428E10;2.5755570188316994E10;0.0;0.0
39;8.939525069218447E33;-4.488727176963118E9;2.129327498912245E10;0.0;0.0
40;7.406956402454084E34;-7.286128167241478E8;3.4402117679138794E10;0.0;0.0
41;4.594589505147367E34;8.156685991622931E9;6.620892122187381E10;0.0;0.0
42;6.109129992745552E34;1.6594116985964993E10;4.685563616133327E10;0.0;0.0
43;9.318827111693711E34;3.7827509075709435E10;8.01716314556254E10;0.0;0.0
44;2.760159178736031E34;-1.0445844269239902E10;1.6246704716214516E10;0.0;0.0
45;8.422589341623099E34;6.833667882690914E9;7.362198374963454E10;0.0;0.0
46;3.6980113885271225E34;5.1935141860357155E10;1.0674767553205118E11;0.0;0.0
47;7.44536395391217E34;1.81573431704093E10;1.2742110826100464E10;0.0;0.0
48;1.878287517492542E34;3.2437236941170544E10;1.8407870738644043E10;0.0;0.0
49;1.6137940242057075E34;1.6378564143249207E9;9.960553251770626E9;0.0;0.0
50;1.5717304156855168E34;1.2606505828399557E10;2.4369668235118965E10;0.0;0.0
51;2.5959319621320216E34;-8.376186509538105E9;4.583045944955562E10;0.0;0.0
52;1.5099576428342895E34;2.082506545421219E10;1.075437369648176E11;0.0;0.0
53;5.4778845920252454E32;2.029127989117247E10;3.730130770938409E10;0.0;0.0
54;4.58653496142248E34;-4.2667306903935947E9;5.5788191903386444E10;0.0;0.0
55;7.954014633912947E34;-1.219810959427354E10;4.424248631548423E10;0.0;0.0
56;8.474150358024286E34;-6.378634060354204E9;7.400246387769177E10;0.0;0.0
57;6.332952585884542E34;1.382413946271442E10;6.807391131294264E10;0.0;0.0
58;6.249366707848929E33;-1.1019965763819267E10;5.866658403769121E10;0.0;0.0
59;2.127882454122191E34;2.0461290279467506E10;4.182433980375952E10;0.0;0.0
60;4.936887544728153E34;-4.662086862991564E9;3.585138856500358E10;0.0;0.0
61;8.147539711151339E34;3.0646090785876274E10;1.5673010251576172E10;0.0;0.0
62;3.34800195782682E34;-1.5610720320656876E10;3.615187606925314E10;0.0;0.0
63;6.524344551980613E34;3.5917421324857925E10;4.165069369257006E10;0.0;0.0
64;5.474605483451778E34;1.1092178438595167E10;2.7173052525350323E10;0.0;0.0
65;1.6491133533553486E34;-1.2370014041914062E9;6.518327853485953E10;0.0;0.0
66;6.896478920149332E34;-2.709519348336763E10;4.946232623723143E10;0.0;0.0
67;4.888213723657054E34;4.450099323544682E10;5.624709945528571E10;0.0;0.0
68;2.0861202381619693E34;7.456772470394244E10;5.8967452362784584E10;0.0;0.0
69;4.902142224129964E34;1.9414469894331062E10;7.694527745362277E10;0.0;0.0
70;2.930115518398291E34;4.3590040811857666E10;8.059111862730072E10;0.0;0.0
71;4.456950561523093E34;3.763889653102605E10;-4.66968434044696E9;0.0;0.0
72;3.4309946009103054E33;3.817073638856212E10;1.4197259553994709E10;0.0;0.0
73;4.927439186245655E34;2.1721976456465103E10;6.168596034147602E10;0.0;0.0
74;4.8696694655532786E33;-2.2396058566030354E10;6.236415721719139E10;0.0;0.0
75;5.885330519276965E34;2.9020538108734573E10;3.676093991949788E10;0.0;0.0
76;5.889345502393134E33;-1.6158602239062672E10;4.369960507499989E10;0.0;0.0
77;8.248438869822591E34;4.370576021732077E9;1.9122453392472233E10;0.0;0.0
78;4.33206854708857E33;1.3927214769838898E10;3.5440114852730286E10;0.0;0.0
79;9.601930699246094E34;4.444916167607619E10;-1.517121876994352E10;0.0;0.0
80;8.968133883099584E34;1.1702875460141075E10;3.1324141962290688E10;0.0;0.0
81;3.6829132859936784E34;2.1694863920246693E10;6.469652262229903E10;0.0;0.0
82;4.422120650215041E34;-2.0915769655919586E10;6.693946422218498E10;0.0;0.0
83;8.181325336150879E34;3.576161743668223E10;2.9966457678217842E10;0.0;0.0
84;2.2733197541907047E34;2.1458582831114037E10;1.8175710385904545E10;0.0;0.0
85;4.8129032746166814E33;2.5758932629839546E10;1.0985351044412633E11;0.0;0.0
86;8.26038330166247E34;2.288159031669065E10;4.143183409514668E10;0.0;0.0
87;6.670992462129789E34;-5.005910527684635E9;9.277138718826125E10;0.0;0.0
88;1.6135448779622446E34;-2.181716343264976E10;1.3177025490893093E10;0.0;0.0
89;5.662171348213187E34;-7.289881495900265E9;3.701040295767223E10;0.0;0.0
90;9.406469749835867E34;-1.0640586168186424E10;7.070718695822968E10;0.0;0.0
91;9.844109826167486E34;3.672587516993047E10;-3.4769061116757126E9;0.0;0.0
92;5.928655121039627E34;-2.4282169202682457E10;1.706646563952729E10;0.0;0.0
93;4.602047966347752E34;3.0022007079833622E10;5.3021288587120605E10;0.0;0.0
94;4.317254132169378E34;4.483610965300356E10;1.691066315685933E10;0.0;0.0
95;2.4658976538224757E34;3.6560650769995356E9;8.004340992990681E10;0.0;0.0
96;3.5782414916367064E34;1.0373908933516312E8;3.3593955150539623E10;0.0;0.0
97;1.9062565278229373E34;3.3995849583752426E10;4.42894092785039E10;0.0;0.0
98;3.35959513978489E34;-1.6571044353966618E9;5.46199705491598E10;0.0;0.0
99;7.046758137028189E34;6.8079020495487885E10;3.412322856483967E10;0.0;0.0
100;1.8827983588128574E34;1.0749925881427975E10;8.555053500011097E9;0.0;0.0
101;8.520469506188988E34;2.2941179575177498E10;6.901214176645566E10;0.0;0.0
102;4.345835890920603E34;3.762799945491516E9;2.0083618808024895E10;0.0;0.0
103;9.892240996586088E34;-6.014809590071772E9;2.5809539520655876E10;0.0;0.0
104;3.0363202493287544E34;2.81037601862804E10;3.3251870838484573E9;0.0;0.0
105;3.2784948560825326E34;9.72966025110402E9;5.180313326790038E10;0.0;0.0
106;3.6574450150417977E34;1.8948832950425385E10;1.3211353262863419E10;0.0;0.0
107;3.689957380578916E34;2.561059723569404E10;3.4454728391813644E10;0.0;0.0
108;2.209425447992742E34;8.562474009185812E9;5.058067412890727E10;0.0;0.0
109;4.0360487853660903E34;1.0389837313738773E10;1.81280805333502E10;0.0;0.0
110;8.603740635721392E34;-1.7171440752843502E10;7.360614531970465E10;0.0;0.0
111;6.250732370566619E33;4.932547781841893E10;8.185267635951288E10;0.0;0.0
112;3.517239027562415E34;-3.299118118296924E10;3.30070603988972E10;0.0;0.0
113;7.246810482714927E34;2.7089692453329823E10;3.0319509092809135E10;0.0;0.0
114;2.986754548113421E33;-4.094264564361786E9;8.536322769728575E10;0.0;0.0
115;7.682839034425717E34;-1.122463261284737E10;2.7655800140115368E10;0.0;0.0
116;7.846745609930232E34;-1.0704951924623909E10;4.7313550964497665E10;0.0;0.0
117;2.3899918400711494E34;-1.044088789919775E10;8.835786453158672E9;0.0;0.0
118;2.966794023460236E33;-2.4527972849571476E9;4.496145603366152E10;0.0;0.0
119;9.988982727045683E34;3.8611454395520267E9;3.577767089789502E10;0.0;0.0
120;7.823791233519407E34;3.663050819697441E10;3.722012529882128E10;0.0;0.0
121;2.149798329266307E34;1.6784422371379982E10;6.2612923890828926E10;0.0;0.0
122;6.438792941271138E32;-2.99443898842863E10;4.0273857530930214E10;0.0;0.0
123;3.4139857361820234E34;-1.6157105079408936E10;2.0593171461740112E8;0.0;0.0
