mass;position_x;position_y;velocity_x;velocity_y
1e+24;8.000001e+16;6e+16;100.0;-326.2299569886778
1e+24;8.000000809016994e+16;6.000000587785252e+16;3.7383839506408236;-357.50725203432427
1e+24;8.000000309016994e+16;6.000000951056516e+16;-55.75456657985558;-439.39227353998535
1e+24;7.999999690983006e+16;6.000000951056516e+16;-55.75456657985558;-540.6077264600146
1e+24;7.999999190983006e+16;6.000000587785252e+16;3.738383950640795;-622.4927479656757
1e+24;7.999999e+16;6e+16;99.99999999999999;-653.7700430113222
1e+24;7.999999190983006e+16;5.999999412214748e+16;196.26161604935913;-622.4927479656757
1e+24;7.999999690983006e+16;5.999999048943484e+16;255.75456657985558;-540.6077264600146
1e+24;8.000000309016994e+16;5.999999048943484e+16;255.75456657985552;-439.3922735399854
1e+24;8.000000809016994e+16;5.999999412214748e+16;196.26161604935925;-357.50725203432427
