mass;position_x;position_y;velocity_x;velocity_y
1e+24;-8.999999e+16;3e+16;180.0;454.5029791276372
1e+24;-8.999999190983006e+16;3.0000005877852524e+16;95.06327995644779;426.90536585206684
1e+24;-8.999999690983006e+16;3.0000009510565164e+16;42.56950007659802;354.6538762882482
1e+24;-9.000000309016994e+16;3.0000009510565164e+16;42.56950007659802;265.3461237117518
1e+24;-9.000000809016994e+16;3.0000005877852524e+16;95.06327995644776;193.0946341479332
1e+24;-9.000001e+16;3e+16;179.99999999999997;165.49702087236275
1e+24;-9.000000809016994e+16;2.9999994122147476e+16;264.9367200435522;193.0946341479332
1e+24;-9.000000309016994e+16;2.9999990489434836e+16;317.43049992340195;265.3461237117518
1e+24;-8.999999690983006e+16;2.9999990489434836e+16;317.43049992340195;354.65387628824817
1e+24;-8.999999190983006e+16;2.9999994122147476e+16;264.93672004355227;426.90536585206684
