mass;r_x;r_y;v_x;v_y
3.101057049724536E34;7.471779093120255E13;1.3257739342946318E15;1456522.7105770484;-77633.50545248351
6.460229930964673E34;1.451231488566589E15;1.5062181866469778E15;3636142.6776810964;-3445647.459397604
8.305654376281863E34;1.40402343457989E15;1.663871095312019E15;2313537.598504022;-1922569.3618334662
2.09830606991063E34;1.9733725858228782E15;1.879087910724146E15;3202779.5985549265;-3319343.9723437144
8.2524835480655315E34;3.650855140384426E14;2.487762016268101E15;2358667.997526002;-340380.55524294084
9.123657033203826E34;2.6987137146368275E15;2.5176669341504055E15;1834815.6827631781;-1947481.115825471
6.560821078189355E34;2.167619687559454E14;1.166125195712485E15;2950004.90494072;-530978.9004225606
2.5372747574070335E34;1.4614774526552232E15;9.33481183416872E14;4972964.024982918;-7589842.834156409
1.9340237391973982E34;2.472989080095629E15;2.169337511399825E15;2228461.2407490425;-2511716.704067732
5.4212917452622045E34;2.426644218673584E15;7.750478214198186E14;1036206.4471423373;-3150180.478835395
1.9782786335465633E34;1.1311497390758812E15;8.187446154883661E14;488644.5052730584;-655591.7058258355
6.129268985489391E34;1.9547130117387495E15;8.505049867290029E14;4644679.876354571;-1.0387820387460692E7
5.46853935062753E34;1.4595929095062635E15;2.3299885060937785E15;3641249.0429852153;-2255029.150717792
9.028507984555304E34;1.2565323219724958E15;1.5832324119127372E15;2811549.3608472464;-2195481.1043802397
5.450922269235776E34;2.092563248556689E15;2.1458664119034045E15;2634962.603576036;-2539691.6645586547
9.322525765142135E34;1.0592071372831438E15;1.3698626806651012E15;5466395.766354259;-4148008.006678374
1.1089699654762575E33;1.2368268656418605E15;1.8560640843387978E15;2615698.298606643;-1718411.3569965907
1.3828265068385277E34;2.005128757422258E15;1.0611057373525318E15;1755165.8038069324;-3243995.6979034985
9.908513251304172E34;-5.613373163573163E13;2.966231070513082E15;2855768.395496637;56383.16963284488
5.693864246639504E34;6.974815544215146E14;1.9136713727280508E15;5085738.846340911;-1824803.5154736156
7.369015680152673E34;1.2231537363432032E15;1.3589522626914225E15;1574657.0052697388;-1391233.0706877836
8.470033569369696E34;2.0101855474422272E15;1.8606433319648052E15;6919344.166975559;-7376705.333733908
5.603409552408429E34;5.1425896337129006E14;1.146123998483732E15;1715693.8533950835;-750968.8944589669
4.987821017282221E34;6.693042988742396E14;1.4596144954398138E15;3409610.9292322206;-1533428.9457011898
4.819684838466277E34;1.2842180881097488E15;2.389475152416382E15;2038959.1275565783;-1083312.883822253
7.902799279900589E34;1.6578915671260675E15;2.1452857527559028E15;3247618.60206715;-2479756.615664994
6.903816541426021E34;7.130475478504018E14;2.2494391811446925E15;2078105.7818533166;-649669.3410019528
9.45761572094073E34;1.5247775147074668E15;1.0118133426586506E15;1013235.2169615136;-1491300.204704808
8.356829341684232E34;4.757762410940433E14;2.6909784397220935E15;2678139.099940169;-466796.7366152064
1.622263694318184E34;9.195555814471124E14;2.865241610833764E15;5114950.5143216085;-1623851.6999555961
9.766557050691464E34;-8.787536500032188E12;2.287796446420368E15;2092220.047213145;10557.557812479074
6.406677262130279E34;1.919746302836061E15;6.590775381030752E14;814928.7202213911;-2292864.2171755824
2.859140598830645E34;7.252434208111247E13;1.171537379343701E15;2349256.549871979;-137078.48302552605
2.4541048374580227E34;7.931887102126146E14;2.5401668722627625E15;1399730.6983809737;-431720.7339876136
5.433301030246338E34;2.5146735323896805E15;1.662663382339725E15;2.5202291755102962E7;-3.75713255097129E7
6.3297003955958E34;1.1387169471315858E15;1.0011030548975614E15;2173591.8276082515;-2412605.057299885
7.798779169782299E34;2.479810365167529E15;1.2424520323873358E15;1659177.1910983196;-3249609.938767545
6.373535722232987E34;9.152744706954044E14;1.2078441574689798E15;2793174.4579442716;-2071852.5340993972
7.6234430881039035E34;1.8042285211640985E15;2.7621266598648415E15;2150375.8974167323;-1391207.0477376592
8.827718635045912E34;6.183020712373131E14;2.702327557461464E15;3576645.719102658;-807909.3655687314
8.291467555420914E34;-3.9035369732017125E14;2.6600493569180385E15;2671060.245829504;391579.74838531023
8.141917547396555E34;6.936008645094246E14;1.5222994317188065E15;2142903.9487929363;-958339.3885907906
6.662197923923205E34;-7.593100998217822E13;2.5535133033952515E15;2554298.955068386;78144.35666298399
6.979319085398055E34;1.9774007064065695E15;2.739413773162496E15;2087995.95203534;-1492890.5662599106
7.507941824624367E34;1.4453326216942778E15;2.2000350665765992E15;1.1893443704498036E7;-7720029.336731864
8.57800836119925E34;1.0232963225794064E14;1.7890961854026838E15;2034703.3084886346;-111727.05426515492
6.8265910064326525E34;1.20010955427769E15;9.740934723585139E14;1251113.062229261;-1503428.5736302168
2.749627095962033E34;4.781334427395293E14;1.2094576821282845E15;2012013.5224020684;-776371.8722725315
4.91948082579979E34;9.65371986771851E14;1.9253583651465955E15;1969172.1210900764;-973175.6546095215
9.691833027472638E34;2.2346907676319545E15;9.638001021333835E14;1625870.4009780895;-3680107.4968160987
8.900543591675233E34;2.976719935048929E14;3.0418090533587915E15;3767595.034060052;-362496.19085965946
9.47057319926672E34;6.66681564255192E14;2.6536368316408805E15;6589687.146452243;-1634736.2027956315
3.750832172907765E34;7.835083650963382E14;1.6999950882408235E15;2292298.430410212;-1039045.7738680708
6.151376722751062E34;1.6255565337481035E15;1.2437939285848705E15;1411781.29683718;-1809524.5939994305
3.354808107133713E34;2.991529832832345E13;2.7751744412203505E15;3763642.0278876293;-36388.33445963899
1.1888295531435544E33;5.698502790779855E14;1.5023916319679332E15;2415466.6978282635;-898278.6252800727
6.50439269860884E34;1.5542983442743608E15;1.0732792189013262E15;1665123.7873094638;-2358127.085831282
6.678603440024395E34;1.4425269441941692E15;1.7443060050309098E15;1836183.6782177552;-1496428.1446324033
4.330849938279107E34;8.04977367937256E14;9.747877227537625E14;3555310.4832995683;-2860308.50019881
6.0131648630744505E34;1.1385395780919762E15;8.651358412662484E14;3570355.8856000835;-4569482.27960966
8.698335529842238E34;1.3550343126343045E15;7.929708892053264E14;991424.0835677355;-1644488.917092696
1.1361433059578596E34;1.84503775645071E15;1.1302700372519755E15;1676574.7876361005;-2679883.283163343
4.9923036810857473E33;2.5156652181680005E15;1.2984945412547635E15;992011.1417553731;-1887406.6735418923
5.122289050724695E34;5.324400483816308E13;2.384465190963486E15;4694170.795442142;-98255.02044623757
1.8942234821189589E34;5.999099189741631E14;2.644235473357825E15;3814933.250990575;-854194.9364761468
5.285653237547505E34;1.7981108848654816E13;1.8192330809291995E15;2058132.3952943927;-16890.29289593105
1.3751663495777598E33;1.6746260673691008E15;1.4322978385435552E15;2302449.486538275;-2646334.8240919006
1.3007468195769388E34;1.8413922348948222E15;1.0752215655373668E15;1233371.9174613694;-2066248.3796477674
2.2142000637365566E34;1.0868967747733014E15;2.784494612735169E15;4156499.6036087046;-1605351.6582824783
4.928452515223012E34;9.319449014958704E14;2.82598058504123E15;4927312.072987566;-1607277.8893862816
7.759060749201964E34;1.0321467997462059E15;1.1959281869941582E15;3096461.4742795853;-2616368.032363331
6.610644141463889E34;5.227890081883068E13;2.0514596660298415E15;9055465.783522574;-215766.0965413154
7.232656825154351E34;1.4708821073250034E14;2.1216228723102022E15;2718413.0377615183;-182871.44318412797
9.414019892467245E34;6.607017688066468E14;1.2306726007999745E15;1983792.499192979;-1041594.1837675486
1.3368832660746865E34;2.3705984442526485E15;1.9273038784713515E15;1886853.5286332346;-2291617.479352431
1.258879626674036E32;4.5031034278211706E14;1.4573089457470992E15;2867411.6358695407;-867167.9481664852
5.905938116493311E34;-8.383603537342767E13;1.9515288366505215E15;2048205.5446147989;89975.97610628263
9.155720953772857E34;1.5243091707142998E15;7.685782515368611E14;1358189.1062443883;-2613066.527980578
3.2016619749499256E34;1.641427771377268E15;1.5027674162202292E15;2739052.489711177;-2943043.330564419
9.899870701129729E34;2.3954617966413165E15;1.0668327174598464E15;1818379.8706999884;-3994894.0271493983
4.251817488292829E34;3.540697077650855E14;2.1613235355068265E15;2454080.4047697117;-394714.1124941784
5.80389319380558E34;3.0319495699842806E14;1.8632334178973462E15;3228444.979710554;-514245.90791036177
9.41756113656364E34;2.6398640215565925E15;6.935228191161159E14;1135623.7445841564;-4183963.965816452
2.8849186309097296E34;3.979578491414153E14;2.3490008873669205E15;2580928.395292149;-430030.27342369646
4.475404872544956E34;6.630917022330205E14;8.764280514384408E14;817368.1599803903;-600508.8871122977
3.5294193870047216E34;1.8754167591317328E15;2.1439179389247412E15;2044765.4821692265;-1767627.2040032668
4.1113994162336537E34;1.5363167985440228E15;1.1955449388534948E15;3200591.6335691614;-4030291.622052572
9.983755168328525E34;2.007704309485679E15;1.8738216039477008E15;6391164.243335664;-6757892.066121989
4.776330379033059E34;2.588282101064824E15;1.5574816067145588E15;3321280.7378035686;-5435769.026850921
5.043042039506509E34;7.344551391868814E14;1.1695694260988758E15;9236127.341391977;-5669653.692902422
2.325223164847937E34;-2.6835447621037334E14;2.388057708424877E15;2267899.2343824184;255202.16242357023
8.894659861651156E34;9.058505076155635E14;1.6717472076554418E15;2513957.175886105;-1340084.5773662229
9.425618654302859E34;3.150181497229492E14;2.5133376202335455E15;4212606.140544218;-518608.7136100441
9.780166621299213E34;1.5631226362960348E15;1.7768907152729055E15;3654880.6720794765;-3169647.5244596982
4.701901509333087E34;3.853043313647303E13;2.353284476141138E15;2902141.9651727118;-43567.38781495975
9.733906432253182E33;-3.736401562102819E14;2.501119061942584E15;1967564.0458174148;293581.83464202244
3.1674444266348336E34;1.9933641188221685E15;1.1894591332894108E15;1499718.2905965114;-2463677.502376515
8.99144052668941E34;4.4283625682200356E14;1.7910472472548222E15;1859952.7191965906;-451295.3619638943
1.2175928129756895E34;1.855954533295854E15;1.8167630996834495E15;1879299.992518838;-1893713.5444275355
1.255787967988897E34;1.9862321030696942E15;1.7265706985008142E15;1474221.636179593;-1671966.7849526473
7.87736556657131E34;6.072320650092674E13;1.4563236498284115E15;602345.7812765446;-23569.315414026158
9.925926681551657E33;1.4289640797968285E15;2.8137166344932745E15;3409739.87969313;-1714642.1342352652
8.753626459992291E34;1.6107558131839378E15;1.985886843710944E15;1155013.757249574;-924817.8864612173
4.926915691652573E34;1.9841542888868485E15;2.2151045656068025E15;3182946.4781581536;-2818692.664102056
3.683661051511113E34;2.785957340534627E14;9.433163997499236E14;1121419.906154073;-320242.74279414234
7.432554506436902E34;1.8754005632981588E15;1.0929727184541971E15;1598580.5790840967;-2684197.668690585
2.915335058354105E34;2.3805881021551735E15;2.0037517700550508E15;2183048.3909206465;-2562069.6131729595
7.190219274854148E34;1.8661661545062495E15;1.719196273823981E15;1118532.3024852201;-1196819.1348305028
5.874791634014164E34;9.630503876528606E14;1.009321029202492E15;1805625.7656132185;-1680719.7893674336
5.623440582633634E34;7.464650009266196E14;9.688765989545109E14;2931912.1904512877;-2199747.541200296
5.708584244203898E34;1.26328317662404E14;1.1097361880315334E15;1190612.599735795;-129856.99362906223
4.2458228625450025E34;2.4281377563311175E15;1.2502982514907448E15;2132620.1655835216;-4064527.0035569696
5.0033957439094645E34;2.7575110220790928E14;1.6166396988268658E15;2467107.602208926;-410791.85328773444
