mass;r_x;r_y;v_x;v_y
7.005493149234163E34;-7.322044897724535E14;-5.232894011770044E14;-1.2287773995065482E7;1.802621087315318E7
7.19810922185337E34;-5.0212543405561794E14;-9.004154707432221E14;-2044799.7294940827;1175831.9499899813
2.8088244231844135E34;2.1281676293193668E15;5.46373207791902E13;96508.97493753843;-2668783.0999852666
1.5435964772663643E34;2.4664265562353803E14;6.095701580624731E14;1834021.9202223641;-707651.9299301846
5.631025869966135E34;1.5644154778427042E15;-7.341351510963189E14;-1005101.660825718;-2204628.856794947
3.082336267405841E34;1.223323937203462E15;-1.0291916145644582E15;-2524400.8447318166;-3059581.2842644285
6.062307163847131E34;1.8027019500604782E15;-8.864392952775696E14;-2262880.057054358;-4712689.214037284
3.3746237274091116E34;5.661674154155955E14;-4.8787790558767414E13;-86950.04170156426;-1843407.8718062374
6.566938180014196E33;1.1109539629163612E15;-1.3308909875866881E14;-122747.38052079754;-1226781.5442720796
4.282867344135805E34;1.9752314846499772E15;-4.822821443915345E13;-52345.14267185665;-3969359.9145676317
4.939425877597459E34;5.615536591084728E13;-1.8077844836040866E14;-613997.0630463342;-206341.9173454077
5.869144268720462E34;-2.4552467807591322E14;3.8154067918174016E13;162198.54324288116;667345.8081593009
3.3866835334235307E34;-2.3003464572411953E14;-6.151761680699924E14;-1530420.9104895615;601122.859172866
2.0294974300181336E34;2.127630197292318E15;-4.648999849337422E13;-52559.086521569756;-4601016.420677329
4.486528567269169E34;1.159238428079806E15;-8.79318989576052E14;-1532321.866347868;-2067352.9600765253
6.58404663586791E34;1.4665501500248582E15;4.7624011002669756E14;674313.2469303807;-1980064.9071814667
1.354826359210117E34;1.1603232580038152E15;1.5991178509478508E13;49800.56191920175;-1508583.9485499924
4.638643870270148E34;2.0045085359677928E15;2.835823755301886E14;373499.29106506205;-2444767.2546593803
4.085409731667539E34;4.3382461304235244E14;7.141621830071014E13;326878.98376969196;-1504473.5466685714
5.340222360504046E34;3.037580963048363E14;-3.573793293281292E14;-339642.6081746741;-304912.1734418536
5.728175430080227E34;-6.23935044140539E14;-6.895249953371608E14;-2216804.6607968924;2082253.557919794
5.8066653426080945E34;1.5808953277290202E15;-1.2607731465694868E15;-1151389.9885549543;-1466970.441025474
2.2519515322293627E34;1.2575655543945785E15;-9.384786161179246E14;-1067573.530398661;-1461899.4675499448
3.9419168279202123E34;1.4542820947952242E15;6.189633832451694E14;1203176.7032153907;-2723575.909233668
4.457460086967305E34;8.614316411486477E13;-8.556714844478545E14;-3633423.5103646033;-363031.9071256927
