mass;r_x;r_y;v_x;v_y
8.493028506080817E34;-2.1481674438931468E15;2.8080674220470525E15;1568669.2159380433;1192199.4111532501
9.65428071661834E34;-1.0269325080996296E15;4.531088755130622E15;2828211.1692255693;639644.1821804724
3.560081746829202E34;-5.0784180597971425E14;3.755193457661206E15;3404525.4117645333;460296.1627954198
7.390782494501006E33;-1.5281702668337842E15;4.1342405365542895E15;2746679.6727003204;1011744.5926327038
6.039657352608682E34;-5.347325411068466E14;4.348067726722473E15;3152742.989165018;387828.09061475977
9.743053569982151E34;-8.41165824285189E14;3.8559205665775655E15;3197747.049117055;695954.9998323689
2.8782073109545284E34;-8.997080620447478E14;4.959275750786285E15;2779245.6534985066;503560.48995048855
8.789289637388801E34;-2.603003045719267E15;5.21556484387611E15;2495284.1526064235;1241439.6326047315
2.357920498801783E34;-2.6632427147020065E15;2.8589052314895395E15;3990629.5292234626;3692818.0897516953
2.8662720822832766E34;-2.921573189909869E15;4.3727547993960795E15;2535038.385134172;1686830.2721339795
5.68769896973544E34;-1.9469076153440092E15;3.5320964985259135E15;2759969.153213729;1514025.6424063724
5.12090054833457E34;-1.533799262427768E15;4.2657015790362735E15;3606771.6464501973;1292564.2473668545
6.148913645153397E34;-1.487401649259227E15;4.2415385716812725E15;2419832.032053816;845781.087873697
6.431132604001989E34;-3.237221157408953E15;2.7731364322453075E15;2669636.174613511;3094370.3042959464
5.972416491912728E34;-2.7057170686332105E15;3.4417376961129365E15;2328156.6188096637;1820465.6975010426
3.431257008084294E34;-7.732345427043548E14;3.5178550248765745E15;2753630.5812117304;603688.8174001025
7.970664943303005E34;-2.39757724201854E15;3.1235392372095035E15;2866080.575732042;2187032.1699441816
5.854249605305807E34;-1.36518523646669E15;4.4794408154709555E15;3554566.61121818;1080232.8985471462
1.0401541915013967E34;-1.2313811928329E15;3.928621960299737E15;3278056.1477850685;1024071.211991397
4.293312981604542E33;-2.4289456449418415E15;3.0406209038721085E15;2105328.0726866233;1671575.862537555
7.98389453312898E33;-2.3400219700538185E15;3.536904014217333E15;3866152.7761718733;2545002.4832148748
9.683744160721223E34;-1.9274218572963492E15;3.448462857564369E15;2496936.3282739907;1388722.715249775
7.6694902469648525E34;-9.34457199988395E14;3.3976537465480995E15;5243527.01815048;1437157.790915867
4.173318305157376E33;-1.535829015527549E15;2.6073472084758995E15;2412190.7984098825;1411500.7136835176
3.2255615354277657E34;-2.7972921986022325E15;3.1844530171888135E15;2686150.7413360407;2345627.2719800645
8.938371079919882E34;-1.6792259517249202E15;2.8048345037214265E15;2923826.6231791233;1739675.4967103102
3.159887891647213E34;-5.681814228180498E15;4.748542770684905E15;2061190.230247531;2456047.1538252197
3.679676780631171E34;-1.143570367174383E15;6.477219781053906E15;2511028.896579608;442921.7616569248
6.859659423391536E34;-3.9550112811529605E15;5.847265153213544E15;1986647.9590984858;1339626.4274638144
8.238194342550737E34;-3.062693215501644E15;3.8727243296639265E15;2409350.059008324;1896308.5498365108
6.57909542675916E34;-2.230623881702948E15;5.144988885564372E15;2300424.7294836254;994344.2123388883
2.4844581621432866E34;-1.0059653425752488E15;3.7569824399486045E15;2972453.116736903;793478.1112710715
7.839979105816623E34;-1.585131310850795E15;3.0977842565619125E15;2.979589151744045E7;1.5165336738405798E7
9.967888498030771E34;-1.2254660331293178E15;2.9335331293126725E15;3666964.1129891924;1523897.072781356
9.118139711905142E34;-1.303663156939777E15;2.6488403411356365E15;7190567.001658381;3517222.684868847
6.127469185753905E34;-1.1163984035641625E15;2.6712524236320785E15;2718654.939226246;1129732.7918327732
1.530027293605087E34;-2.971838597693689E15;2.380453516095362E15;2316165.881088497;2867606.351976477
5.486820384138906E34;-2.425292144521933E15;2.9469096598177015E15;1321165.8380459512;1080453.2114270283
1.189357994092015E34;-4.8027116239895506E14;3.7131096525344075E15;2933014.6608622638;379366.25205894536
3.837429204764943E34;-3.094249563748281E15;3.0198104999745025E15;1703248.8566139613;1734094.06806358
7.710010412378196E34;-1.737242260104682E15;5.721287555438689E15;2519350.463786512;763288.221079208
4.170809333768047E34;-1.9012290821880562E14;3.424900273798881E15;6122143.603424866;342757.1287591017
1.1115369140129028E34;-1.1039362155476998E15;3.160246484453505E15;5538066.547477317;1926042.2263800201
4.0747543921265486E34;-1.0560912740928928E15;5.663006692092583E15;3070094.650024887;571852.2151942416
3.4176165893540287E34;-3.6529102706949425E15;3.162284298042391E15;3471034.8863173486;3984715.9801048962
4.238800225658549E34;-1.4982506810706135E15;2.732893434738809E15;4694044.525247239;2557545.4029406183
4.393044516338164E34;-3.1382091695023835E15;2.998289233102893E15;2585497.675290299;2688704.1013102597
3.8288562786240524E34;-2.2714020984875735E15;3.0809200883190135E15;2488697.1914651985;1823951.0710690066
8.2081924367694655E34;-3.9796542202509915E15;6.376562383968415E15;2011533.7407028645;1251954.172877964
3.7426852788193083E34;-3.2587006758917795E15;2.764843294130649E15;4087439.883333774;4783342.861270233
5.271893247453413E33;-1.8305836710991658E15;2.4741308059569415E15;2570136.106421235;1887646.0054218073
2.5036242233288736E34;-2.7329100961402753E14;3.3053294878264255E15;2136597.7757231137;177320.66175809046
8.11782251731252E34;-2.7180071598505912E14;3.4092289165891475E15;1.1680851723481402E7;934992.3328595484
2.705771904387367E34;-6.119607410204599E14;4.090567437048176E15;2950208.4690594743;441033.4564587923
6.978108352424579E34;-2.291377889054735E15;2.801584252611221E15;3521852.2581530213;2861389.631327009
9.791127407401187E34;-6.601021570848438E14;4.584695168187288E15;3086195.2608476845;444127.86628226424
1.2830551046945846E33;-2.4655406454264965E15;4.2989836874155945E15;2313468.3584983014;1321527.667770214
8.254009431828197E34;-9.802677126461596E14;4.1884650170444505E15;3511386.2357470305;819860.5225444784
3.1565060440254046E34;-1.078383089280238E15;3.148553322972193E15;8685531.053366931;2961818.343916884
4.12660900587193E34;-3.9842545405056125E15;3.180381209042653E15;2311247.4994152654;2877421.9212866323
4.47800875007398E34;-1.8613368653172028E15;4.149569146373955E15;3093329.9180856487;1382286.1939183446
2.3921897201519744E34;-2.485801122299041E15;2.9661247356933325E15;3040160.4600317357;2531823.5160912196
