mass;r_x;r_y;v_x;v_y
1.8040706101887854E34;1.0251824277723E14;3.687962958752451E15;3728866.8705197982;-100151.07810660244
1.0475469883765344E33;2.829747818566511E15;3.7364018225462105E15;1866354.9733845496;-1403695.8823705425
1.5309573559696638E34;1.1924768988488088E15;5.534957745800879E15;2305199.81920158;-493467.17118218035
8.98002453351052E34;1.8541245625152644E14;3.705386137922908E15;6792647.081074536;-332640.74403148826
4.755549198522132E34;9.630607550669238E14;3.3800313631384645E15;2732535.8198028207;-771183.3936413709
6.885315062985363E34;-4.180891436815674E14;5.637334241890609E15;5098993.233894603;379263.7265170701
6.083141811056531E34;6.284099426052659E14;3.5228791325411335E15;1409920.4851603385;-248783.85219873927
3.8701078822579996E34;4.832642748472027E14;4.4591162393102115E15;2917627.1903744647;-312767.1616730746
9.745514217583308E34;1.8498019001211552E15;3.35482975683579E15;2397258.889078589;-1311078.9204263827
3.1459168246343164E34;3.4587270699779155E15;4.4501029451610025E15;9231509.119338902;-7133384.389102685
1.4619625913510554E34;1.0598180916022311E15;3.257870935928033E15;2853097.2092071725;-919358.7100851963
1.2707591712502484E34;1.0647591330062268E15;4.753778254787916E15;2997341.7528963364;-666425.8737019282
7.051730779485346E34;1.0540731381900431E14;3.50900573562682E15;2418761.363727489;-70235.03493710773
4.063874525233598E32;3.868244216266926E14;4.2600698039017915E15;6916005.041179684;-620097.8227390914
8.30899281989961E34;1.869067997979179E15;3.8307171787558635E15;2529416.0212822934;-1225142.1948211708
4.274891493792177E34;2.287271351803868E15;4.531711240139539E15;2566039.7374236407;-1287210.826695029
6.361270009319558E34;2.8419276509428445E15;3.7843116647077145E15;1506919.5350944414;-1123919.4698493078
2.146962649167462E34;2.6568506605348115E15;3.861522861601348E15;3062020.038266708;-2092452.8814964667
8.336941332825797E34;1.1550117489921062E15;3.8961293237717325E15;3287305.883801083;-966592.5798894223
6.066122936207338E34;2.4548943816318785E15;3.441778898321324E15;2309828.454551602;-1635035.4682100483
2.120470738404202E34;-5.474010826092892E14;7.964821352987074E15;2249554.882753599;154983.9386537513
8.567675149345279E34;1.9284448228784108E15;3.423057271746083E15;2571909.386327883;-1437448.662691822
8.458924174408572E34;2.6195259958505525E15;4.3278524756856635E15;3103134.0265407595;-1866598.9786208507
3.3355209653474115E34;1.6320413233532244E14;3.673495654132587E15;9690133.27475021;-420397.4056670906
5.6894093594638E34;5.70551912850123E14;7.218825900081678E15;2551115.6438771794;-200002.1924616503
5.0218623295879513E33;3.653700494725414E15;5.88322008989435E15;2190830.7368075;-1354404.7961382226
