mass;r_x;r_y;v_x;v_y
9.894309280052928E34;-1.3707773038924738E15;4.2055230051147844E14;414347.30466911185;1285466.882754182
1.262065469178737E34;-1.0681566686795535E15;2.358556788507967E15;3555530.4538004557;1599506.3451808922
2.0331492510642492E34;-1.5339467839955655E15;2.0698578535035744E14;328366.1423089396;2201700.594975321
9.27662956037933E34;-4.6050413278979694E14;1.564140681873735E15;4342723.821589312;1268503.533881785
9.978848320446263E34;-1.6901445675939632E15;1.4877800222062447E14;142617.41018901192;1412039.4770172683
1.3825889133610887E34;-2.1692417088953088E14;1.768388314162759E15;2498718.7876890544;306712.52745124727
1.8174877719133567E34;-9.565543465037141E14;2.0796900024632222E15;2585397.9506662795;1180114.043440899
7.6900042640159E34;-1.7354585990659422E15;3.756985348413014E14;306636.2898033824;1339562.9113508011
4.734252655793433E34;-2.2121908058934918E15;3.89929082957867E14;1018087.6412219265;5471650.08787872
7.832420144036109E34;-1.0364791311644435E15;6.655409713331816E14;952424.8366120443;1439313.6786961623
5.336322496938726E34;-9.949650979933925E14;1.601761773035497E15;1521789.7005751422;935044.6714060926
8.709876959600216E34;-9.621331166506824E14;1.12998699833743E15;851444.1630615863;713106.9512876814
8.693361330031451E34;-2.5521851994791355E15;1.8140128488392762E15;2443937.4612630205;3400657.655794473
6.713971100688091E34;-1.248936585246934E15;-6.667514966985694E13;-89107.89725999105;2509066.8776946897
3.299218005838112E34;-1.263871760690465E14;1.2677572799560165E15;996200.0231555031;99819.7673784742
7.4308351244411375E34;-2.5203502022583355E15;1.552640573632074E15;783208.2292930235;1254846.6295102122
8.197618015864255E34;-1.809156960519473E15;3.7188657494136544E14;582363.6867918939;2677608.934193495
3.8087383309660743E34;-1.1172962678894725E15;1.4298452221012628E15;796122.2047755264;614152.6133630114
8.615947947042992E34;-1.437685282613403E15;8.440071414911445E13;176086.80145362986;2379154.7200237834
5.615641805977624E34;-2.243445558892219E15;5.0873253182736925E14;970219.5527087658;4104747.787822082
5.714986859931686E34;-1.999494069354927E15;1.047144065036685E15;7500180.133975457;1.404396450236108E7
7.624193625104587E34;-7.941458754505876E14;-8.136124099429347E13;-363449.3631862327;4897853.712400857
4.668542430540074E34;-7.415020364210479E14;7.902681477695369E14;2799280.8219801015;2564601.833524159
6.210818732546898E34;-1.5381752754512062E15;1.9106196315674735E15;2884287.8075420465;2299631.9313739394
5.601114779995717E34;-6.608972983093969E14;1.6395596656378095E15;3079592.23614624;1230086.0652186077
1.9828778779951185E34;-1.63459220380641E15;1.2522566172627825E15;1187049.479031863;1525136.2130901664
9.660028565802348E33;-1.356369773555888E15;2.388446074489331E14;483478.6910445584;2517261.320795576
4.7637927629680837E33;-7.887935876113378E14;4.1821735944835244E14;4480154.041681088;8052872.673514881
8.942185942915227E34;-1.9988639690614092E15;1.7798383821822348E15;2263715.0903612752;2514545.6361175478
4.559484911868023E34;-1.0458454912092026E15;4.703529813726471E14;238311.468269473;507379.9887681568
7.90405357370677E34;-1.9305883590845842E15;1.6785045395859325E15;2223098.306161528;2527317.396274119
7.163535487350248E34;-2.0252491872449695E15;3.980195222561082E14;766160.2485249863;3697583.369085345
9.217105706888835E34;-8.014040309364089E14;2.1512289860538782E15;2039533.0831198269;754718.876050918
9.637626847397455E34;-2.9471701533041735E15;1.5464343085310205E15;1636339.5114067888;3077332.955103436
2.712064146473457E34;-2.4006589109847795E15;3.143401365253096E14;159675.33786160572;1140320.2194296939
3.825084488002221E34;-2.0435386234079668E15;1.6025222820879235E15;2530668.827330125;3187450.8667627284
7.238570139938439E34;-1.0264463219861374E15;1.525199760622307E15;2752676.3492693063;1831032.2964511567
8.35025855359157E34;-1.6285906334270958E15;8.560974008736406E14;656978.3487939078;1220328.805453422
9.62868161680595E34;-5.406684772878252E14;1.0001995608855165E15;1640468.7649587586;872105.7591693485
1.1886929872438888E34;-1.1947787340927502E15;-1.4843455689724066E14;-542944.6849505958;5151914.353963333
4.817398800635409E34;-2.3128281376128815E15;1.6782356951083518E15;1157145.8930912218;1575814.3592502757
8.441431118667912E34;-1.2086082498901645E15;7.673114509602605E14;1678341.4526471514;2575296.3905932684
3.4603944275892593E34;-4.419302709537974E14;3.967316367463076E14;965224.6604245912;1024779.9290643268
7.676831393460531E34;-2.7021977192392555E15;1.6596974878151662E15;2044209.8672867424;3287753.715550762
8.324778758355416E34;-1.9021286890860192E15;1.542097691908449E15;3082098.90480898;3753328.77916493
8.81062057061236E34;-2.3985745051064735E15;2.1828158519565362E15;1895793.0924981325;2064657.60610242
3.751709587591385E34;-1.230668474316559E15;1.3657662193350016E13;29240.035672040864;1005378.0297445762
2.615632578578158E34;-7.750052336450208E14;1.2106355828524935E15;2904182.7670858875;1832406.4867954298
3.4359820511952047E33;-1.0560209125944695E15;8.634657546698911E14;1012550.0125386956;1210566.3331584546
8.197976222651523E34;-1.3395207712323115E15;2.1674916130136835E15;2294887.057712821;1406868.2277530066
6.851679697718219E34;-1.8832577010464938E15;1.6399885890088595E15;1973006.0958393333;2238794.742831887
6.920738153421635E34;-1.2535094609950312E15;1.2948917352874252E15;2539114.1295366054;2422036.764705365
4.596889929175022E34;-4.0290791915063656E14;2.5511693213053255E15;3765071.6786684413;593684.1523502261
6.148058992061586E34;-2.9961104727688806E14;1.047210945616567E15;1618439.862629932;457763.73332756886
3.817472361005462E34;-1.1512694753894008E15;1.2634057504705772E14;186897.28879041012;1451987.846688988
