mass;r_x;r_y;v_x;v_y
5.219752274700283E34;-3.208323704624192E15;5.81554239092869E14;509706.1937101071;2710897.4404543815
2.359813581632649E34;-3.3487419856641125E15;9.96183839854069E14;919201.660920713;3025138.074978539
2.303613497526239E34;-3.1640578390943575E15;3.505046621646447E14;319876.64498607384;2717907.5348578696
9.25243086739388E34;-3.976731017037652E15;-2.6314939655696334E14;-229560.749411233;3791785.8701315597
2.4381755353219786E34;-4.4519003226594235E15;-2.863327835303737E14;-193460.16538384542;3263053.5060638194
6.768590392742174E34;-5.071277362868317E15;3.2394286533799765E15;1436268.6411569188;2234404.2602197374
9.608751213553792E34;-5.130708035897694E15;-1.0842012944529664E15;-645963.9844466229;3122559.610069758
2.194670065958745E34;-4.105222459744355E15;-8.525575998457789E13;-54801.72449826535;3571363.8319427525
6.686219910422147E34;-5.670662872220825E15;1.4916297684884225E15;720797.4335794584;2701372.6960152783
7.769690930022372E34;-5.155653194381025E15;5.681842370269619E14;338865.29835910606;2960767.81952411
5.51277201081915E33;-4.170007717732469E15;9.663316570671173E13;90775.83932427406;3187147.046152678
4.833652780864358E34;-6.0481957316983E15;-1.523298374318263E15;-585747.4865292843;2361230.099342849
7.999358697036526E34;-4.811937251125551E15;1.7042345883294288E15;928190.1981281037;2588577.1953683775
6.323010287943171E34;-5.25757791877971E15;-1.5186160094252738E14;-65790.7304884312;2669540.5933821956
3.1346745387601074E34;-3.26633480868909E15;8.770358032931447E13;109260.37278646334;3249536.413466352
7.303415598907682E34;-3.1114207361843935E15;1.1083625585290058E15;905123.4957318748;2493247.056957074
3.416998202883372E34;-4.732860005048281E15;-1.3089580184979075E15;-767527.7329492118;2824815.8455992998
3.6594816385178293E34;-5.007885997607263E15;-1.3498309054618806E14;-66868.16354810762;2971311.568771548
8.747097105094012E34;-5.830205260265515E15;1.6049452866186758E15;831200.7923272767;2979698.339914629
3.67181741207351E34;-3.2781139979250395E15;1.6377178159077628E15;1602124.8631454108;3166715.3605655213
5.982049108183461E34;-5.524805617175498E15;-9.940943245872555E14;-497104.63535559794;2827348.3390352926
9.404023118278165E34;-5.35738711893505E15;1.0752822823564156E15;573326.7405443909;2800161.4401844908
3.074869546656889E34;-6.838108949822579E15;9.347149537803246E14;331443.24599951826;2369440.571306533
7.030596632223678E33;-3.1327449636322645E15;3.0127487963340675E14;290668.74456243333;2817449.2317215875
3.183849534165537E34;-4.658278509356648E15;5.57204000913371E14;346474.6365784926;2787207.2203565296
3.9473927911579034E34;-4.701145518678616E15;-9.586312368386969E13;-51440.97397354864;3285748.378940247
3.3703861273840637E34;-3.6266027009673515E15;-1.3068751719441397E14;-58206.66147927443;1947640.1260748343
3.218589302711712E34;-3.547306327268239E15;-1.4835406825846122E14;-93862.14116899353;2641807.938570461
7.62091969843191E34;-6.628801163209843E15;-8.86219768015969E14;-344555.84676333365;2644648.461104841
6.686212054644462E34;-3.9822585289429625E15;-1.8485069652100054E12;17924.558134164152;3506782.315198939
3.7679010622875305E34;-3.5789656452762695E15;3.023738290776802E14;207936.90072286298;2294559.989096299
7.080862646199464E34;-3.104284474677707E15;5.30982308008389E14;899151.9797529965;5050255.388684291
9.997570010704293E34;-4.880716534062248E15;-1.4005980761973282E15;-3326824.7638155427;1.1786904500122324E7
7.163328673176155E34;-4.065957683593649E15;5.822539273252294E14;494007.5745444765;3325267.6738878065
6.256799327495282E33;-3.3917903456650945E15;-1.639757300012995E14;-360593.34628986596;8635100.583641998
8.643294312520333E34;-4.826411178437997E15;-2.954342814726182E14;-158855.65755413251;2807880.6212292155
8.933490280626357E33;-3.8228095841882965E15;7.960362690857704E14;881197.5237595739;4119964.090102606
3.7313227222737996E34;-4.551198984588552E15;-5.135861842612465E14;-313332.3394047853;2904007.743784962
3.660805089886205E34;-3.365252378420707E15;7.265548868867524E14;834788.8393839356;3755036.9711963516
6.77934576371018E33;-3.2549878030962485E15;1.899656355844259E15;2354799.992040502;3991728.658981698
2.8758620681519933E34;-5.702077233681678E15;4.471393485594713E14;258549.4372107434;3142617.042448258
5.377248370459986E34;-4.824499360254211E15;3.531676047717982E15;1199717.2237242148;1629614.3903414558
2.389671205176579E34;-4.68809699107627E15;2.3210960388983405E15;1205503.7262802755;2413239.003535599
4.265013183029377E34;-6.593040351922358E15;1.478273196785842E15;352804.0670985238;1550867.8372580283
3.455925237639885E34;-4.27127076194529E15;-1.293511172122595E15;-827861.0965680741;2783303.1380776423
1.2574981004563334E34;-5.656701125719511E15;3.3959372320899025E15;1023080.1446449915;1693952.8293549523
3.077046365951468E34;-7.250177037980134E15;1.4305788382958298E15;462208.05687242176;2307560.1927294
6.982673752762718E33;-4.338800186683913E15;2.5383970565377615E15;1793279.5413976202;3040607.893720121
7.517398588720095E34;-3.847646990714989E15;7.857188072285064E14;735407.2836804136;3504849.9252302307
2.493524947801182E33;-6.692544027676315E15;1.7788952349683158E15;587248.421058849;2183022.4236200457
7.048113437578163E34;-5.444328123993649E15;1.7951256797837028E15;1041892.9783416163;3122907.511387776
2.0327570127945118E34;-4.697494812966632E15;-2.4957561988862253E14;-140474.7271579986;2904158.458539513
3.7078056632474286E33;-4.0427277588897855E15;1.0302820736428615E13;48052.37698764061;5977711.292087911
2.5120533654291328E34;-5.381563516299258E15;-7.951936018559532E14;-310683.44831883995;2164174.6990191983
8.47763200373019E34;-3.897494162809377E15;5.812464828783881E14;596741.7234231622;3856911.587183588
3.1460643770637644E34;-5.703155946638152E15;-1.138462022501313E15;-580184.5237585254;2965792.0224139467
7.251411870960573E34;-3.9011177375931515E15;-4.044000910955013E14;-198623.0263329001;2028932.9179438874
5.784866738785011E34;-3.073296492753141E15;3.5154086448631475E14;395922.0747161247;3258575.782608891
7.265376973748194E34;-5.358770393169274E15;1.7993269956924882E15;727947.4181200853;2142681.855770135
1.0292981750558683E34;-7.207826460809225E15;-2.6787638033418285E15;-775721.1694376171;2105549.7326403633
1.281465852287935E34;-3.2726031645744315E15;9.086717375618818E14;1289838.8070893867;4538486.816077345
6.017306167080046E34;-3.8457317486144375E15;1.0695279457911676E15;994659.652069267;3506353.889479129
1.4591894004078562E34;-4.4392626813765645E15;-1.050837360904649E15;-683290.0679948734;2950814.292599521
2.4628059053175784E34;-3.413111521430059E15;8.415225154542468E14;835732.1959748435;3305211.0250866013
2.626167903293771E34;-4.35077433279151E15;-9.920899634320728E14;-683171.4749853043;3066678.192137209
6.483150299116761E34;-5.323678113913884E15;1.4661937139600968E15;1049834.5603059065;3757020.278079617
5.476788672338448E34;-3.2778766879121205E15;7.431302823299526E14;3160551.492537142;1.3548034242493844E7
7.7528219229461335E34;-5.30334307216607E15;1.409498053984212E15;778134.88492911;2883915.781607043
2.010612354002205E34;-5.219108862262293E15;1.7724959286351138E15;866434.3021375648;2521014.9130982
2.836357806722703E34;-5.65137591346149E15;2.0873982634775612E15;990367.7044220018;2654407.5716610057
5.577152760678503E34;-3.007325618152825E15;9.275942208545351E14;4392668.1420340985;1.3921472876118138E7
1.7954358788943241E34;-5.111019439332473E15;1.3998923839445972E15;697788.1567690278;2509236.032116123
7.220998045460204E34;-3.31022004731669E15;2.1334255978626688E15;1857256.9601529108;2854487.4213996762
2.7648464466182215E34;-6.108335679952211E15;1.7900089116050088E14;87464.88380987624;2656388.7745229076
7.550107565540845E33;-3.241039351174088E15;1.0537196184292431E15;926228.8889374345;2792542.421958754
7.454793063837935E34;-3.2425229854277255E15;9.531125739940146E14;888269.4902543226;2955697.8550182423
2.1613283715616748E33;-4.413351978988841E15;8.193000408698399E14;617451.8670817865;3240338.9183344464
5.528531017222397E34;-3.837932998517239E15;-1.0898583869617646E13;8178.2068664158305;2774936.213691314
5.302693853902114E34;-5.5300664570622E15;-7.872214806107019E14;-556112.1307447515;4022116.155533666
3.0304535846170034E34;-3.153513550940862E15;2.0739804415977734E14;241237.56442770982;3316134.9514014684
1.0178318872760795E34;-5.55492952151341E15;2.531602072509566E15;1164423.6915794944;2534098.6956835585
4.241600254292917E34;-5.200347410849078E15;2.318317236450062E15;1629395.9129364132;3622290.831898707
8.755911400464372E34;-4.584312630859037E15;3.067794329246065E15;2879571.1369198984;4274777.633207507
4.1092416208702536E34;-3.1258573650467105E15;7.856839984643255E14;495736.41036459483;1919816.3243098785
6.356676351332973E33;-6.666468984125866E15;-2.506083605998341E15;-855811.2407726009;2297907.9906482855
