mass;r_x;r_y;v_x;v_y
8.350203842681602E34;-3.402813758960413E15;-1.1501090195001515E15;-671627.3100962294;2027988.247011408
8.2168253303716E34;-3.097257378115646E15;-2.5430333016402485E15;-1682681.1844028214;2069379.9111819605
5.965291448281656E34;-1.3754204590893135E15;-5.968467631667895E14;-6318758.062225519;1.5156009562684905E7
9.872908362299974E34;-2.3744009724771895E15;-6.495432723477136E14;-625138.7256821066;2368984.3094615154
6.831063164130005E34;-4.2791956391853155E15;-2.0365012279154958E15;-1205395.9179521762;2562491.414335542
5.785117010460689E32;-1.8639973863138498E15;-2.274409648358072E15;-1994494.9274735614;1653258.832668059
8.88341845348192E34;-1.4886405120928792E15;-6.018249576862391E14;-445090.7020140224;1145357.403853329
7.952002571326224E34;-2.4736848083202325E15;-1.2074789565120415E15;-1353576.51570392;2828242.4417176107
7.375159078379547E34;-1.8450142934112462E15;-1.576767165342284E15;-1272951.570026559;1513150.0204929637
6.539083265438858E34;-2.2274710571258712E15;-4.8267483872389195E13;-46198.58898017374;3955505.350260167
3.3749994641103106E34;-2.499673967141967E15;4.213014018952411E13;51807.82536800782;2014839.1814696766
4.355162258454147E34;-3.6532691056961285E15;-2.2477501238300688E15;-1585738.0945397983;2605074.835187955
6.291680310505353E34;-1.728186265146224E15;-1.5489674772520418E15;-8641893.616152732;9798330.852353513
3.8374973067145917E34;-2.1479604717591192E15;-1.5986180252091997E14;-267678.8873802736;4182767.142427162
4.533537743890613E34;-1.0327791959526711E15;-8.553762003333595E14;-1564739.3135523375;1945032.3505142666
9.22194904422049E34;-1.699886472352676E15;-6.732049773912226E14;-330659.4841383965;864890.3040888765
3.1198082991756494E33;-1.6281667340278112E15;-2.2698278365703955E15;-2747363.3763771174;1993694.8213325168
6.61101454162823E34;-3.0914352636270635E15;-2.724233260585626E14;-184447.78146962865;2281077.5030891746
6.255853114550506E34;-3.4226369265508485E15;-2.317862899782887E15;-1786356.4532373503;2665558.1128103393
1.7666159152488673E34;-1.129957148098495E15;-1.6027555333578448E15;-3961728.5000132495;2839508.6481439024
6.093400642422774E34;-3.2760169673687135E15;-5.155201046192536E14;-750561.3628173401;4988840.532362124
2.3168526853602787E34;-2.304635027253508E15;-1.763825816258949E15;-1699463.3553991108;2251665.8079913897
4.509358822642392E34;-1.5638562497062908E15;-1.3180043855498522E15;-2849206.166874885;3444953.319282738
8.279981731480521E34;-1.848328577082882E15;-1.2533512648784462E15;-779433.575286354;1171997.9513238068
2.908299516866484E34;-1.8203141800133125E15;-2.3508161210960555E15;-4566493.107503003;3575350.244519494
6.382690857183264E33;-1.301388339133105E15;-8.219056594420814E14;-1085260.9607061523;1770015.7448407286
3.6597303847395144E34;-2.365724017275054E15;-1.877419255665308E15;-1781512.9517516296;2274513.001480308
9.223911329096E34;-1.6705473329330225E15;-2.7127389327577905E15;-2748351.215852225;1709384.9690911877
7.787395783854788E34;-2.7827688542139595E15;-2.369837634508564E15;-7421539.488924801;8806248.667897006
2.027558728030541E33;-2.188646631340706E15;-1.9115786544137175E14;-289355.7243024035;3753571.6814891337
6.382191249025996E34;-2.6754803744365625E15;-1.9866531973626208E15;-1794931.4806450212;2447244.819969279
4.9190447796205E34;-7.741071016936714E14;-1.0802157286996098E15;-2796168.19676722;2053460.1000805348
5.529568845594107E33;-1.7545309806541268E15;-2.667337851838576E15;-4452824.699941317;2958427.165624799
3.3808058309827757E34;-2.650468706813706E15;-1.5425205139486798E15;-5808020.84945565;1.0136562671033738E7
1.4207042326576522E34;-4.19312273598117E15;-1.913678325357245E15;-1146931.2148444892;2544337.8707774947
2.1279610243133662E34;-1.9003950631175828E15;-1.5379002647527397E14;-97719.33121483438;1413566.4676190647
1.9724653371840008E34;-3.504501960065878E15;-2.2878186435621845E15;-1984952.1503599118;3072899.8320570528
2.885439878800329E34;-2.815034676039607E15;-3.577975499738437E14;-1194805.5900864867;1.0032935220465831E7
1.7264442444536038E34;-2.8687374110717585E15;-6.750154619455535E14;-508153.21656184224;2235327.6644323356
7.01326056342058E33;-1.6542605115891732E15;-2.290212447429952E15;-2410683.5326639162;1761386.607529486
8.024924365806293E34;-1.0916309087781432E15;-1.186869268083395E15;-1358801.273165845;1276955.6490525648
7.4523832612184205E34;-1.7050894145839985E15;-7.877292784348885E14;-1166176.9871978557;2601897.708219694
2.2022889026231917E34;-2.652178295406219E15;-2.877722403053426E12;21880.29651646807;3003730.8895482235
7.632783616775725E34;-2.1487275008659922E15;-2.1482017379925368E15;-2347457.738473461;2375738.8318331717
7.864272606121935E34;-1.5662713120050465E15;-2.4393889851564235E15;-1636609.777209643;1062428.1573733098
5.654265005856396E34;-1.3647028124687582E15;-1.4448823601498468E15;-1747001.8559390414;1679349.5026787622
9.893367656084561E34;-2.871127249591846E15;-1.505326539747655E15;-2046531.7711144502;3965808.8781915777
6.751263682329595E34;-2.277156148944166E15;-1.1018557994863441E15;-831294.1678120323;1755562.6294725512
5.135740770224417E34;-1.1097324733151825E15;-1.552688834294939E15;-2418978.370301754;1758517.0909803745
1.4884268256133822E34;-1.6460538051624655E15;-2.6169157133624115E15;-3492938.095382739;2219752.053036501
8.945771132066307E34;-1.3438603681279798E15;-1.3470890721601565E15;-1705766.3452825716;1733908.962634499
7.909031298103612E33;-4.3497191197265305E15;-2.0246106262763335E15;-2327158.6604804206;5058530.220058984
