mass;r_x;r_y;v_x;v_y
9.340102471488756E33;3.0065138073864465E15;-2.7710818863161135E15;-4363066.344720437;-4767461.15198994
9.831520725162164E34;2.6313994415848455E15;-2.000473508767687E15;-2059296.5306151512;-2736210.634265013
2.1454583429243236E34;3.0370363995594115E15;-8.48503662728379E14;-1031921.878218172;-3789275.4551470713
8.697814210760062E34;2.7779067353831385E15;-4.9998421582829675E14;-469038.60871378327;-2724345.068855663
5.233427473828784E33;5.07897244812151E15;-8.602044198498271E14;-476962.51230996544;-2889201.0707852882
9.845792452336198E34;2.7339065065613535E15;-1.4144393407671412E15;-960219.9741550041;-1883606.291890362
5.995685177222602E34;2.559858429903966E15;-1.2072218905059785E15;-2856577.341719304;-6163894.065967449
8.0634147727645535E34;5.778283214689031E15;-2.141629120952468E15;-926177.6467000584;-2523842.4283893793
2.372380698858265E33;3.504087144911156E15;-2.1533969678897962E15;-4312669.132922597;-7085090.482878714
9.243558957455604E34;2.961816207280434E15;-2.1769206164289312E15;-3357052.641233649;-4610075.517563493
2.2882999309623374E34;3.0564588380746895E15;-1.8199227800427712E15;-1908433.6167318642;-3241674.4669882893
1.8956465560448335E34;1.9526360644889278E15;-2.296782501803322E15;-1791054.6794264335;-1535300.2648138248
9.30456981156382E34;3.1206771719125415E15;-6.549205411029067E13;-50701.91803424644;-3652977.2858931045
8.029056858902858E34;2.7061795433757805E15;-1.2202267505379855E15;-3589443.2608366283;-8099590.51885926
1.0059639401192522E34;2.578092403861009E15;1.0277064623599164E14;172814.28466430382;-3560604.2698380477
4.0638158624854087E34;2.866298414421405E15;-1.244941987958487E15;-795273.6741450728;-1862407.355024272
6.10473668891976E34;8.882603997631929E15;-2.7351113467458205E15;-617333.4500029293;-2020631.435263502
7.84753954820926E34;2.7836137719685295E15;-4.0143176012230594E14;-508697.71506259416;-3730241.1803328088
6.257725286147117E34;4.925992981904455E15;-1.278665151084906E15;-647421.8464783321;-2536786.518165262
4.153401000686403E33;2.632628952975884E15;-1.827992162806598E15;-1748881.0501197763;-2546906.241268881
1.1791196368744347E34;1.7893665176402872E15;-1.6126997834258192E15;-1915195.6184790437;-2151230.1208185684
1.8040311276087689E34;2.899147704112467E15;-2.864025645017284E15;-2033512.9050776449;-2072490.804409351
