mass;r_x;r_y;v_x;v_y
7.0097110578144435E34;-4.000019463692522E14;2.846498907772873E15;171169.72898730022;-6185.0304716896035
6.42187028422346E34;-1.639688784863098E14;3.3281124289261645E15;321476.5563286865;-35305.43023837063
3.3959339765327366E34;2.2315264219671047E14;4.0385777412100775E15;297256.1135273968;-57630.672340101635
2.575470987502116E34;5.984772873811072E15;3.3222877506093685E15;123199.44639793603;-269379.54870813777
9.543530894114515E34;6.806479524514998E14;5.905109145385427E15;251749.1349143139;-53150.098108182254
7.015033225203291E34;2.6147964881993385E15;4.587556428361259E15;173639.7923225866;-127551.66204336444
5.3686387550450785E34;2.9553910326248985E15;3.6565660866833395E15;164429.44233615682;-171904.03875219123
8.346817416143073E34;2.262384887774988E15;5.591930550828891E15;465163.8437028684;-244748.3333412991
5.329282606965589E34;1.265764980739661E15;2.5404397322221415E15;227913.54458075625;-183602.10500150424
6.60782328069454E33;2.0799416575496644E14;2.551294553613048E15;242956.53040041745;-77408.94802894356
3.674926340473424E33;-8.761087692952046E14;5.959779690733157E15;230405.01816052376;15897.868182428774
9.740769647770293E34;-9.373539970764884E14;3.6725339110026545E15;320893.7827863063;43370.39918572883
6.664395051766167E34;-1.0030165978074091E15;2.8977006731005255E15;262743.96224372473;53160.33623425997
5.756572741658552E34;-4.13796729882573E14;2.0855495317459605E15;276437.42625029123;-12185.233571432525
8.853997625747343E31;1.1487773001720458E15;4.2139006590559795E15;217677.24855588985;-92579.12095122985
4.633880256107906E34;3.534384013345298E15;3.0067088787519575E15;147690.6377767077;-224655.6443100936
3.3543581078600023E34;-3.2143929012933985E15;1.0677284811044426E16;191537.19943592855;50586.83758021577
4.56395694901076E34;-1.5982194374096732E15;6.291072447003936E15;249114.11291013943;46564.219092742955
2.6720459964332527E34;2.2944278830249555E15;2.681295559857388E15;171015.00210580823;-205224.16547906015
7.990120727393019E34;2.546319074393674E15;5.717009756045472E15;564369.6094205617;-319930.59574842255
7.630413649498631E34;5.246179067377954E15;2.492137465354126E15;88604.14468313176;-238498.27554286824
