mass;r_x;r_y;v_x;v_y
8.964978820266674E34;-3.5067803688082794E14;-2.8967317845209735E15;-417233.72493806976;-17817.94842129812
2.382572408730285E34;-2.5545186979100855E15;-9.575969999545685E14;-172992.12962409752;270843.13398073683
3.8389330170150065E34;-2.1394600936141038E15;-5.65355682327061E14;-132004.11518844703;235029.73767574405
5.045083388628E34;-1.2012426647977338E15;-3.7963922437756906E14;-109204.96718648242;104875.0032948976
4.876814820526488E34;-3.640152877022819E15;-3.258457632522501E15;-315720.78246973903;274787.88965823135
9.503558045960115E34;-4.512514626916926E15;-2.6181386000932205E15;-180828.0191026318;244156.76987773494
4.237738794628093E34;-1.5731932708527565E15;-1.1395572177348442E15;-1885356.0729497012;1361053.3955768414
5.089130502266299E34;-1.3048987919128012E15;-7.412517452570008E14;-79736.38353726728;58954.31047317303
4.8122255209655913E33;-2.469209814992114E15;-3.412998719166236E15;-256043.68632711802;134284.86054366353
4.659062600198878E34;9.529293553159402E14;-5.204938908054091E15;-308318.0285439753;-79916.06366365482
2.0293365819808354E34;4.483291413306105E14;-5.300950935754979E15;-340683.83240040526;-56446.63680351129
3.3114078498059874E34;-2.5720861706683735E15;-1.9280065681468182E15;-334245.40561127185;304036.15038978204
1.6972547647198306E31;-3.1479470878522635E15;-3.6386893922898385E15;-417633.6811011586;277542.0174974073
6.273554277962953E34;-8.414950800693648E14;-1.662749164337588E15;-568174.8131904406;98729.51586163176
8.703804783943417E33;-1.9418324456641908E15;-6.520473348962722E14;-136969.2226064731;196288.4731146695
6.295440834830216E34;-9.743858529456748E14;-2.6690235703372155E15;-2274454.169821154;363723.75663579773
2.2477802803690484E34;3.399870160317207E14;-4.1748104757069325E15;-316458.6127818493;-57891.638401414515
4.836646756989383E34;-3.7233218860928664E13;-2.9688326706214175E15;-500751.6862422035;-68056.06788193621
6.630543948059554E34;-6.736373759580629E14;-1.6203206439131775E15;-502305.5352650198;46600.891306686244
9.733507350046413E34;-7.136455214570931E14;-1.0442577896075196E15;-135418.03219080865;21567.69036306035
4.1759701590669115E34;5.0097974543492794E14;-2.9753652095982345E15;-357509.1786261139;-106162.59147311724
3.041894065487232E34;-2.3114524072090035E15;-1.798880907748959E15;-205790.1025736721;173549.94081435484
1.7224440864437034E34;-4.994839963786397E14;-1.8172179035425208E15;-467398.22373156884;2076.399844395681
1.8964975806464027E34;3.867333964759574E14;-2.552091859673443E15;-207933.34072135322;-62562.82666536931
6.303074784833339E34;-2.666939960684348E15;-4.633653622539974E15;-279538.23915847123;121844.55241057141
5.6523008969469025E34;-1.5797136069871548E15;-1.1041049699849921E15;-1592600.1126493383;1184614.671434788
4.0630419024367852E34;1.6049846779085485E15;-4.3543086414233285E15;-284346.65469941404;-126317.38014163697
4.324786262513037E34;-1.0717811676245894E15;-3.98662063916595E15;-341104.0813677111;45658.57197344921
4.1251808536702843E34;-3.0152249874334975E15;-2.2490961017131678E15;-262021.43889409432;253504.34658621636
5.9414442007160095E34;-3.245390289816892E15;-3.3170756787643785E15;-247566.0854860492;185465.88753755591
6.797598517558867E34;-1.0243477703562479E15;-2.6766019113623335E15;-2246300.7199576483;395270.0668970672
4.378934427765798E34;-2.4680585772189495E15;-2.1462942253156778E15;-364802.757638347;287809.4207008413
7.570627663048519E34;-2.10661651148826E15;-1.522222690387133E15;-143060.16815839463;122810.88270419839
6.146890389616543E34;-5.699673290386059E14;-2.6696759306946055E15;-245846.85024387704;6502.233178303829
