mass;r_x;r_y;v_x;v_y
2.202157460081379E34;1.4977711115665625E15;-1.1642762041953672E15;-85406.6078598427;-111280.4148233799
3.9005308159567213E34;1.172213790009863E15;-1.8130057689573898E15;-193705.41937897194;-148075.59800773516
5.549512938266534E34;2.7760447348921015E15;-1.4173853216540255E15;-196764.4825817163;-361306.5019094285
7.167654379968634E34;-4.039901733623403E14;9.316934653240802E14;117721.677813912;-17707.333792158428
3.624615839894629E34;6.113101140119602E14;-2.0520490916358678E15;-209102.00100379612;-95410.20172772714
5.385123921477222E34;3.2855865666867456E14;1.2592940250471515E15;158238.6460085066;-144186.08349666852
1.9904970067080733E34;2.850356658608227E15;7.954252630854064E14;37094.03033981031;-285316.2251118997
6.175886279619033E34;1.174322949844936E15;2.0726802583719812E14;-27224.44446632518;-294376.0025580672
2.9318246686090624E34;1.88665983092114E15;-5.927660985072638E14;-80807.33598530685;-201309.0309652533
3.806886591989397E34;2.5893912726659616E14;-1.5528292096406738E15;-166923.12455903844;-65299.39178741075
7.881401255032447E34;-1.9399710748478453E14;1.7629368392173252E15;152943.7546897266;-32275.130339710893
9.836015996114703E34;2.051306500904977E14;-7.442074833181821E14;-97799.27692812012;-61485.21195695707
7.041982275027035E34;3.415227018221126E15;2.6979874247358266E14;-8838.1585637313;-377726.7149083069
9.740443372823839E34;2.6499181641449225E14;5.468309919459713E14;38792.553673542185;-157709.66610321906
5.546080595983943E33;1.1409492390536962E15;-2.7382689287460775E15;-322938.2349149009;-169912.5056359033
3.3010582651354526E34;-9.700437059499739E13;9.250115197093595E14;157494.34542736856;-109718.97017193674
6.744558619014845E34;-7.4111476284534E14;1.119990424841322E15;198760.3151274509;65825.95877012072
7.893960488834603E34;1.5323989526767775E15;1.9269047546454592E15;222088.9547118899;-286836.2400245548
4.697069911068775E34;4.396141861380211E14;3.2722537345989856E14;-11005.724885784113;-301343.606887828
8.87231516075854E34;1.549942233266426E15;-2.5181517651774005E15;-280194.28402505827;-198493.26950902236
9.138889492738455E34;2.045695160139274E15;-1.2602038207191205E15;-119818.39828697655;-187371.83458043213
8.386009949253085E34;8.41066774168176E14;-1.2442764563240428E15;-142345.727762343;-118000.91790777545
8.142498613578052E34;1.6338429549844002E15;-2.8136149152798085E15;-476959.54315023636;-319043.64924708975
9.4847882136475E34;1.08067589125266E15;5.950775563760668E14;36053.85582752031;-242069.61108695567
7.550460212513069E33;1.7055415411962882E15;-1.9124203014432958E15;-207482.81939194314;-200342.62551204138
5.83820476931318E34;2.779433274096846E15;-9.207162602431435E14;-198375.5799639434;-505924.31814677565
9.282548558864541E34;-1.5141733931140747E14;4.575416799732655E14;32347.721941096494;-113582.16053883817
5.175022125788753E34;2.1870718445802032E15;1.1743576945051018E15;71653.30865051861;-235870.71113800598
4.0383526498371107E34;1.437331881972129E15;1.6507044541036918E15;175356.1683912415;-262060.13808906934
7.298069033300499E34;3.7180979782590475E15;8.599069876341319E14;43427.784763432246;-366405.38261817826
4.819693729035216E34;3.098902988327495E15;5.224036569339957E14;8919.157814178225;-198520.81002288926
3.36435290798033E34;9.4273841839041E14;1.6476544715028462E15;117837.21074431777;-131215.79857892296
7.486517932982709E34;2.9916932160271275E15;-9.253398641460685E14;-226380.5339340587;-612621.7151738667
1.078827460321119E34;-2.62890814487954E14;-1.968145316152067E14;-69867.70126811559;-28413.131410120703
6.46113297539257E34;3.090969519815587E15;-3.010986652594267E15;-221979.93995295427;-235712.8045072081
