mass;r_x;r_y;v_x;v_y
9.81542110827991E33;-2.7981441500754065E15;1.1970560159109918E15;102682.9635427723;283563.6596719727
1.867715216518521E34;-5.125108179665019E15;9.463463293985112E14;52548.58098806567;416247.96523394657
9.814432448289489E34;-3.716308140544069E15;6.779625477199351E14;17482.64121538406;178058.92770235304
8.031684811539843E34;-1.4916930475290968E15;4.8921649350281766E13;-181522.4151127064;582436.83335904
9.497706858793887E34;-5.245049448829279E15;3.5881427784296275E15;191784.937029445;282612.82988546276
3.5600204125683206E34;-2.644028259221734E15;3.773966465350369E14;1957.024657376536;259808.73595950956
2.2222967997912026E34;-2.7835424821612625E15;4.683585724037069E15;225395.19465791772;119608.3539860602
2.840390250953351E34;-4.0867735931272355E15;1.5782507728476302E15;52808.47630276947;156070.43252500138
5.670633156424314E34;-2.3177781665251775E15;-2.6554938644815334E14;-98611.43121731054;287623.0452028454
3.5002831857883974E34;-3.9804685283913425E15;-9.349479457841798E14;-90600.40961798101;244002.0529833963
7.854732123070378E34;-4.032774275133917E15;2.1124229299444762E15;129913.783852114;262829.1377526399
3.1328969961997633E34;-7.222751008399664E15;6.687406115591079E15;149888.97954126878;159525.20983909178
3.1021324731496082E34;-1.8553492622873698E15;5.671816740914879E14;43242.01514257;286628.2832252783
2.5407364669419203E34;-1.1262860639596812E15;2.274369619841247E15;195405.2366428661;65007.02353553911
7.943023379270178E33;-1.1979738115928518E15;9.703588218154352E14;121766.41416677811;141550.46592210195
7.021309456032414E33;-5.338098864702716E15;-1.351271737591436E15;-103877.01221900413;294098.2754976738
1.4767385897979852E34;-3.905807313188916E15;3.908868842877701E14;4172.148357804369;479592.2444948707
7.989875791689457E34;-4.721737861379916E15;2.9328400816169085E15;127770.21706303413;210258.20874030745
9.936283401504946E34;-1.611351223407724E15;1.1913082726702502E14;-127454.98457877888;590592.6077128693
8.159192613395931E34;-2.8165244325894915E15;2.0655502850245188E15;130763.58702512314;178510.59790111476
3.9170172160698395E34;-1.4618878353627055E15;2.648865769747354E14;-49450.61732732529;499256.1955084949
2.4192568211519144E34;-3.35732556034943E15;3.1418890647026855E15;188886.42072184198;194782.4833590687
7.110902613012507E34;-4.966234180374932E15;-4.222311334413374E14;-55314.355674241095;316071.48194984853
1.347882638753064E34;-1.4770196424594462E15;2.093046602903415E15;204262.24447991917;116434.58665249698
9.943515690543259E33;-4.431801345761027E15;5.091799752109272E15;205220.3143780282;171008.38989265152
7.514229982053549E34;-2.674368378145898E15;7.669975688989388E14;46213.565307969664;248766.61433642797
7.919375760249798E34;-4.580444574175498E15;1.6050585732902468E15;108055.95872039223;355351.567428391
6.90467092467683E32;-4.895931929457951E15;-3.3705578967139775E14;-201735.93522621598;1273046.6674635415
6.831397375331059E34;-4.552670126367584E15;9.757680415477599E14;47810.87386862174;316058.61708713445
2.0709880037467967E33;-1.5762615783703528E15;8.732442602778859E12;-305565.60350257467;941963.802264451
