id;mass;r_x;r_y;v_x;v_y
0;7.084534122068034E34;9.180617494424427E9;7.39592098831705E10;0.0;0.0
1;4.604339740867654E34;3.778270485637171E10;6.01001544703811E10;0.0;0.0
2;6.345659997912986E34;5.670768758211903E9;6.84002585601788E10;0.0;0.0
3;5.621639791177364E34;7.642822994394564E9;6.330709323177575E10;0.0;0.0
4;4.4724093723945327E33;6.966549561901379E9;6.185832086132553E10;0.0;0.0
5;8.107829256188359E34;1.2291026916609858E10;4.924693566892221E10;0.0;0.0
6;9.265576810078884E34;5.672562682623703E10;2.5602406110985703E10;0.0;0.0
7;6.006890056586708E34;2.329141781970492E10;2.7664001488966827E10;0.0;0.0
8;8.562282665848048E34;1.7727604390768883E10;2.2772360483825993E10;0.0;0.0
9;1.5160838202165066E32;1.0138040014172928E10;5.101363180073099E10;0.0;0.0
10;6.722292116812851E34;-1.0621154939417633E10;-1.8732837901326553E10;0.0;0.0
11;2.930668761656248E34;3.6626876625506153E9;2.291226969027431E10;0.0;0.0
12;5.288829220210936E34;-1.4992799265544258E10;3.729524367529918E10;0.0;0.0
13;4.839593597540374E34;2.0861503184677513E10;2.3752729637567772E10;0.0;0.0
14;1.4111845857989031E34;2.203080328675722E9;8.731851426990341E10;0.0;0.0
15;5.431264070626179E34;1.9691304249860367E10;5.419880553493295E10;0.0;0.0
16;6.460354072820586E34;1.2008464259520342E10;1.273303210803513E10;0.0;0.0
17;5.783209830204625E34;-2.7267714735454163E10;2.3617027186853848E10;0.0;0.0
18;4.744753497317819E34;1.488034151952106E10;-4.550282281688454E9;0.0;0.0
19;7.173908314588449E34;1.5928072969107563E10;4.802018182750785E10;0.0;0.0
20;2.9418756293906713E34;6.4513487326188515E10;6.053811867297026E10;0.0;0.0
21;5.577571123664292E34;5.9452196069964005E10;2.682779883659205E10;0.0;0.0
22;3.3200660710244876E34;7.047108055052622E9;2.3840119018883545E10;0.0;0.0
23;4.170910047115578E34;1.0698544778832745E10;7.424807784704532E10;0.0;0.0
24;4.934363091640189E32;2.6038590586609013E10;1.450878904681905E10;0.0;0.0
25;6.208958523192209E34;2.428739624751879E10;5.9759071001771835E10;0.0;0.0
26;2.5298077897850643E34;3.295581598737889E10;5.934639437662091E10;0.0;0.0
27;9.138520397557274E34;5.1608348777862076E10;1.1597787696521671E10;0.0;0.0
28;8.529681827976874E34;5.896567095950678E10;5.299044360330083E10;0.0;0.0
29;2.86718882219152E34;1.5584517341750732E10;4.413895975662857E10;0.0;0.0
30;3.996289417660989E34;1.4975822684990513E10;6.692964105609146E10;0.0;0.0
31;3.5076656484481123E34;-1.0868243187017715E10;1.0634935502412537E10;0.0;0.0
32;4.0935254632183496E34;-1.3020383857238998E9;1.143197519701759E10;0.0;0.0
33;9.080714407014959E32;-1.164424902353123E10;2.601391886955994E10;0.0;0.0
34;1.6558212160502522E34;2.0719037578429607E10;6.5143254997255615E10;0.0;0.0
35;5.812564895024577E34;-3.80752236853231E10;8.224609243360593E10;0.0;0.0
36;2.7520894656644405E34;3.724226512134054E9;2.304506738746892E10;0.0;0.0
37;9.239764500504225E34;-1.7547588813310753E10;1.8257250812975677E10;0.0;0.0
38;9.773696908813862E34;1.9419960805836334E9;4.111747259912457E10;0.0;0.0
39;1.3486423482513563E34;2.9282835750748596E10;1.318716761793943E10;0.0;0.0
40;8.347445345839641E34;4.034747594763454E10;3.120747901105836E10;0.0;0.0
41;5.5767293154556E34;3.3655495138104813E10;2.201680788399327E10;0.0;0.0
42;5.102337325029982E34;2.682827626251915E9;6.4619945496072784E10;0.0;0.0
43;2.831429949629025E33;1.861323411933642E10;7.138924257652695E10;0.0;0.0
44;6.136955130498398E34;2.116973545087879E10;2.189130189172549E10;0.0;0.0
45;4.1224557013163067E34;4.1184534068126205E10;3.86523924350468E10;0.0;0.0
46;2.0637741518313424E32;2.3165955722059372E10;3.2001138798699875E10;0.0;0.0
47;7.6744851745403425E34;2.0469027810725502E10;6.150815351320422E10;0.0;0.0
48;5.118078710462088E33;2.8452747509683704E9;7.797659257859424E10;0.0;0.0
