id;mass;r_x;r_y;v_x;v_y
0;4.638624542526187E34;-4.764972963162816E10;4.910677605499823E10;0.0;0.0
1;4.197861106859989E34;1.01493031905993E10;1.2783180243634033E8;0.0;0.0
2;1.736128116067041E34;1.8759575253576195E10;4.8406059333379135E10;0.0;0.0
3;8.365445166310802E34;3.76789248213639E10;1.924454537518116E10;0.0;0.0
4;6.245163944884695E34;-1.3559953944192043E10;4.2248189776772842E9;0.0;0.0
5;6.463204409781524E33;2.9942306321754646E8;9.55121917699592E10;0.0;0.0
6;7.241139229235536E34;3.708549783615736E10;1.4236024575957733E10;0.0;0.0
7;4.422582515914995E34;-2.5221092171105362E10;3.290833608532845E10;0.0;0.0
8;8.1292580027054725E34;-3.3112610612071934E9;6.011362603570296E10;0.0;0.0
9;1.9395337000366033E34;-6.157447179019543E9;4.588824351834182E10;0.0;0.0
10;3.1611755473642104E34;-4.499731552145141E9;6.172455054833905E10;0.0;0.0
11;1.2392336707151206E34;-5.469925125073328E9;6.470774127324703E9;0.0;0.0
12;9.190565553416585E34;-1.4846081283212906E10;4.597888183753144E10;0.0;0.0
13;5.541273018920674E34;-1.7838808608289318E10;4.379790369196901E10;0.0;0.0
14;6.767247421206008E34;7.521955161387865E9;3.49952443058947E9;0.0;0.0
15;4.394475132831549E34;1.3553203227844858E10;1.6859585830718678E10;0.0;0.0
16;1.947733214324169E34;-2.742174001222715E10;3.662023483510199E10;0.0;0.0
17;7.889963009046905E34;-1.880632729797627E10;4.942226941971382E10;0.0;0.0
18;1.464239079924385E34;1.3538021877254627E10;7.816788932577957E9;0.0;0.0
19;1.556309397979648E33;4.855648743036549E8;4.512837371294812E10;0.0;0.0
20;6.172713560676883E33;-9.142293158230385E9;5.320699147148122E10;0.0;0.0
21;9.591696640877682E34;-8.128342425808227E9;1.7640070659622078E10;0.0;0.0
22;5.977276359076251E34;1.4354639454628417E9;3.0760582134594395E10;0.0;0.0
23;7.201739163372901E34;3.421264788244602E10;2.458780992931147E10;0.0;0.0
24;9.821225656396917E34;3.520689769293224E10;5.462201736970186E10;0.0;0.0
25;1.511909920574543E34;-6.657122096015715E10;2.3974011153056744E10;0.0;0.0
26;6.04444065563471E34;-1.5874501195921202E10;3.130018144098613E10;0.0;0.0
27;3.462441388499033E34;-9.706601286738348E9;3.0506295367418526E10;0.0;0.0
28;9.456085971712079E34;-2.4552901816859406E10;7.832889671325226E8;0.0;0.0
29;4.111936669963005E34;2.8303760015243355E10;1.3247519851291096E10;0.0;0.0
30;7.013485942962384E34;-5.041786617857233E9;5.784951494031654E10;0.0;0.0
31;4.186086438214825E34;-6.0159485010834465E9;1.4172523793482086E10;0.0;0.0
32;9.891043556275219E34;-1.1814034256238322E9;4.195809704655278E10;0.0;0.0
33;1.8622284406786496E34;-3.986189045685915E10;4.9239174108276726E10;0.0;0.0
34;7.646732294300716E34;2.0392271852691994E10;4.1153827943118324E10;0.0;0.0
35;4.845988604248815E34;-3.1542137420180157E10;1.4173600649450085E10;0.0;0.0
36;7.374750767938524E33;-7.433290581209743E10;-1.2997287483564392E10;0.0;0.0
37;2.158252176179284E34;-3.722050593947125E8;1.5209403866757492E10;0.0;0.0
38;6.023800625591497E34;2.404743832498616E10;1.2085945243648148E9;0.0;0.0
39;7.899920553816235E34;9.549747662180391E9;5.2862378532271126E10;0.0;0.0
40;8.470396956825138E34;-4.480472679653295E10;1.9559255243506493E10;0.0;0.0
41;7.529141679733846E34;2.760770939093655E10;-1.4079576744012146E9;0.0;0.0
42;4.311703837563744E34;1.6629305942951767E10;8.791609405393282E10;0.0;0.0
43;9.064702341101419E34;-4.576070089643562E10;3.1744187121792572E10;0.0;0.0
44;8.482706579157381E34;-3.228860164056313E7;5.1118635671116425E10;0.0;0.0
45;2.4578201005483297E34;-5.699653779521542E9;3.1666094900915783E10;0.0;0.0
46;1.8103528941058217E34;-1.3615605594148903E9;9.85757210550673E10;0.0;0.0
