id;mass;r_x;r_y;v_x;v_y
0;3.6181072046810753E34;-4.172523819715142E10;2.43083706748468E9;0.0;0.0
1;2.435955405707045E34;5.619928751349243E9;1.4934130034584751E10;0.0;0.0
2;1.1159948921763042E34;-3.6901634956383255E10;2.0789195752160976E10;0.0;0.0
3;9.727895883507471E34;-2.1183320384096954E10;-1.0483491231827934E10;0.0;0.0
4;3.4615041311938885E34;-4.898626552608173E9;4.264200618703468E10;0.0;0.0
5;1.829637387889921E34;-7.536643224383055E10;6.4587958969157715E9;0.0;0.0
6;8.75574553536613E34;9.871682372951965E8;5.688071386145715E10;0.0;0.0
7;1.2694669489412224E34;-8.23906668383551E10;4.670600671735024E10;0.0;0.0
8;4.558423908481903E34;-4.414924200705115E10;5.73082069488105E10;0.0;0.0
9;8.886789969447416E34;-5.888915140833359E10;3.437223889653569E10;0.0;0.0
10;8.489543818589564E34;-5.667296136549878E10;4.627594913212246E10;0.0;0.0
11;1.9333100567672093E34;-5.854547635048743E10;3.5589857664593E10;0.0;0.0
12;4.0492151748870676E34;-4.451306199847244E10;4.7847386640637794E10;0.0;0.0
13;3.3925006374475215E34;-6.595656835257713E10;6.017323718383824E10;0.0;0.0
14;6.725559694886033E34;-6.740507989773341E10;2.1915647626650196E10;0.0;0.0
15;1.951450036309871E34;-2.6733891549754337E10;3.4254098252228477E10;0.0;0.0
16;7.310496013817991E34;-2.1194250989596184E10;5.760970300163485E10;0.0;0.0
17;5.07957378904839E34;-4.909629660775677E10;7.029413398018617E10;0.0;0.0
18;5.092740389279911E34;-2.874593165537747E10;2.200758467219874E10;0.0;0.0
19;3.189317484790608E34;-4.065459609367387E10;2.478578601735904E10;0.0;0.0
20;4.8260579469781605E34;-5.849816218041389E9;4.2692883820424034E10;0.0;0.0
21;7.637066661835548E34;-1.5269036345705536E10;3.2163612551734924E10;0.0;0.0
22;2.0419928054678085E34;-3.356995529019515E10;-9.209637539625427E9;0.0;0.0
23;8.349150665083342E32;-5.534346599008505E10;3.067510646801014E10;0.0;0.0
24;6.990673831089261E34;-7.856554898838931E10;4.706809669944176E10;0.0;0.0
25;3.099983834197515E34;-2.645989731059474E10;3.144797357929132E10;0.0;0.0
26;6.724070111959445E34;-4.43522914445869E10;2.747684590132409E10;0.0;0.0
27;9.751570768461634E34;-4.083274385173454E10;5.677157155415691E9;0.0;0.0
28;3.20929146522991E33;2.1719080008464157E10;5.413218562848891E10;0.0;0.0
29;8.571238280883905E34;-2.767838234080164E10;3.421334592246512E10;0.0;0.0
30;8.214405172414167E34;-3.023780866090556E10;2.2921860532182816E10;0.0;0.0
31;3.9277952711516985E34;-5.661856653094568E10;1.0055918642689316E11;0.0;0.0
32;9.477962526013277E34;4.288984939540634E8;3.606150231860706E10;0.0;0.0
33;6.530042585049477E34;-1.3716493024970154E10;6.595247490213107E10;0.0;0.0
34;2.4866383120227092E34;-5.2081926787269516E10;8.992238016599461E10;0.0;0.0
35;5.588340643037715E34;-5.991599874239511E10;3.787642760544584E10;0.0;0.0
36;3.6754614442852105E34;-3.0103984087883884E10;7.227851080527475E10;0.0;0.0
37;3.842536278476722E34;-6.70769951083757E10;4.195936318098347E10;0.0;0.0
38;3.291076922974168E34;2.9775168843367157E9;1.6246068999935928E10;0.0;0.0
39;5.771358564703661E34;-5.066951090136527E10;5.3095065584893974E10;0.0;0.0
40;8.006221156243964E34;8.653236118697021E9;1.0081622937594055E10;0.0;0.0
41;7.858141975864214E34;-6.92014283304392E10;1.737635373822242E10;0.0;0.0
42;8.027392684151832E34;1.5961179871008354E10;4.35596799569968E10;0.0;0.0
43;9.794578263119025E34;-4.223073297582852E10;5.4086655943479546E10;0.0;0.0
44;1.9624794411080208E33;-1.512765606698705E10;1.140951719480954E10;0.0;0.0
45;7.272317988942088E34;-2.539934941090112E10;6.329362209092401E10;0.0;0.0
46;4.828682634129763E34;-2.827096620288444E10;2.870803634000244E10;0.0;0.0
47;1.622436066559772E33;-4.0424025896148026E10;1.6360962228561798E10;0.0;0.0
48;3.8406768582319136E33;-3.0113970594752956E10;-1.883003450141941E10;0.0;0.0
49;2.8756442837428365E33;-4.565722735187675E10;3.649444470010447E10;0.0;0.0
50;5.459655930779719E34;-4.886698407743061E9;2.5925485061391594E10;0.0;0.0
51;1.5903139771718392E34;-2.661380331205236E10;3.2565919065576904E10;0.0;0.0
52;1.0025227033899232E34;-1.4942252288898758E10;3.844332221138931E10;0.0;0.0
53;7.821154381849921E34;-3.491399883036616E10;2.601135788929751E10;0.0;0.0
54;9.006712272685039E34;-4.2118214632623474E10;5.4916946522489624E10;0.0;0.0
55;9.665342969854096E34;-2.7417908593613E10;5.168772238938919E10;0.0;0.0
