id;mass;r_x;r_y;v_x;v_y
0;8.8766003001875E34;-6.729150476272478E9;2.0769820041007015E10;0.0;0.0
1;7.454316222396882E34;5.128089916896808E9;7.497985004734455E9;0.0;0.0
2;9.204809901482937E33;-1.3211548864306665E10;-1.971311209305709E10;0.0;0.0
3;4.276398775072526E34;-9.950482684500315E9;-7.983558668377455E9;0.0;0.0
4;1.129556721281617E34;4.174769747124674E10;7.932836772226429E9;0.0;0.0
5;6.903464158635142E34;4.783328519676175E10;1.2832831427698704E10;0.0;0.0
6;1.1999347403046444E34;2.4577043548050335E10;2.8780756173224205E10;0.0;0.0
7;2.784943165034693E34;-1.030017850558819E10;4.100361128094905E9;0.0;0.0
8;9.087473050893836E33;-3.2116368481712738E10;-1.252691384599389E10;0.0;0.0
9;6.290800784195666E34;9.345917920725914E9;2.0603946867717415E10;0.0;0.0
10;2.228914092445616E34;2.5171102737489864E10;5.45366084273423E10;0.0;0.0
11;7.6398213575562915E34;1.2010195929546097E10;-2.5532149011625748E10;0.0;0.0
12;5.0185987701012105E34;-7.661477522537727E8;-2.2221903257241753E10;0.0;0.0
13;7.639482444274621E34;4.751907300693877E10;-1.3050219657266684E10;0.0;0.0
14;4.2136500865896997E33;5.301065505769729E9;5.408012226234428E10;0.0;0.0
15;8.534214730494195E34;3.541374817768663E10;1.8434452488158623E10;0.0;0.0
16;7.123258211634376E34;-4.2615900765288258E9;-9.838553528338728E9;0.0;0.0
17;4.883711573263437E34;2.3914092221577206E10;3.635839881134701E10;0.0;0.0
18;9.866616133962091E34;3.0349061724121323E9;2.580877495818106E10;0.0;0.0
19;5.421214381077928E34;2.879916762921427E10;-9.242742613880844E8;0.0;0.0
20;6.825126207548638E34;-1.3512387788050512E10;1.8552287218486834E9;0.0;0.0
21;4.0467175174185735E34;2.0398509825278454E10;8.673665979230213E9;0.0;0.0
22;7.206462135396388E34;1.3580634071319824E10;6.09773987566256E10;0.0;0.0
23;6.959704447311341E34;-3.9374963733941193E9;1.4488512648548462E10;0.0;0.0
24;6.257107911182892E34;2.0370838507427807E10;4.2569573821228424E10;0.0;0.0
25;5.383169697301671E34;1.349036211454802E10;4.4564557161723305E10;0.0;0.0
26;5.710988292785226E34;-1.1834984782394709E10;2.0294310728914963E10;0.0;0.0
27;1.7386808801234647E33;1.2755968131414927E10;2.5275906931588684E10;0.0;0.0
28;3.7408919438016606E34;-1.2883946731293085E10;3.560380790615513E10;0.0;0.0
29;3.6871961992252506E34;4.515721789582019E10;3.5425323278752335E10;0.0;0.0
30;5.741800426535708E34;-9.672692690300217E8;-6.701361340448078E9;0.0;0.0
31;6.6802906728082595E34;4.219726619026245E10;3.785479695218782E10;0.0;0.0
32;6.341803101902955E34;-3.938414170859826E10;-3.0171117458447044E10;0.0;0.0
33;7.926457786099021E33;2.2990732167926727E10;2.2677803348120064E10;0.0;0.0
34;1.9865983713527226E34;5.746650088427012E9;2.6707149810668633E10;0.0;0.0
35;1.1655586803789262E34;5.638762081132511E9;2.526750614763609E10;0.0;0.0
36;7.889501418649112E34;-1.667739842791588E10;-3.0603981651633408E10;0.0;0.0
37;3.1430059554032374E34;4.971058353993887E10;6.205179062508755E8;0.0;0.0
38;6.01291358419329E34;4.502565007342572E10;-2.1336343336665573E9;0.0;0.0
39;6.929708968255999E34;-9.579797680753237E9;-4.7447258413194275E9;0.0;0.0
40;2.927773964962163E33;4.220340452627341E10;3.841124128363504E10;0.0;0.0
41;1.0460153286712948E34;-1.8079482760253876E10;-2.4694939049547165E10;0.0;0.0
42;4.0275442216795946E34;4.064223762358926E10;3.1353401217531548E10;0.0;0.0
43;3.91728446645128E34;-1.4075462035072002E9;-6.61635486437319E9;0.0;0.0
44;5.923773105942393E33;-1.8109793896136703E9;3.6154606258903656E9;0.0;0.0
45;1.3640469197197877E34;-2.0114151023989708E10;-7.389583161022064E9;0.0;0.0
46;5.281779731695513E34;1.2031659983997395E10;5.1180159751910225E10;0.0;0.0
47;8.875029797944474E34;1.562001969619595E10;5.459864637188134E10;0.0;0.0
48;8.406916400864547E34;-2.2129231483233597E10;-8.843437758270395E9;0.0;0.0
49;1.0247547078568887E33;1.0324834258172277E10;-8.380585143851866E9;0.0;0.0
50;1.9931139048967542E34;2.6106346012973423E10;-1.7847021269961197E10;0.0;0.0
51;4.40136407398925E34;-1.2232103173407423E10;4.852011392223832E9;0.0;0.0
52;6.580267765732591E34;2.4958435809240295E10;-2.261302805768402E10;0.0;0.0
53;1.7707293291641061E34;2.9490041540221756E10;2.4079557686545788E10;0.0;0.0
54;7.3695882670266E34;1.5391086530682652E10;1.9260348110443754E9;0.0;0.0
55;1.906601589537419E34;-1.601830156930359E9;-2.7770494812355362E10;0.0;0.0
56;2.979196453703046E34;1.6074113717946747E10;1.732541233119393E10;0.0;0.0
57;6.165324663540025E34;-1.2986098368595903E10;3.1463438492362305E10;0.0;0.0
58;1.5392912216323858E34;1.1129544052599382E10;1.9164090469651817E10;0.0;0.0
59;3.5039359984347214E34;6.484018703514487E9;-1.8644201871066E10;0.0;0.0
60;3.857836758097021E34;-5.857022783012689E10;-3.396439265366571E10;0.0;0.0
61;7.499910345589949E34;3.626863641041361E10;1.816203870522773E10;0.0;0.0
62;2.6951048736760847E34;3.1121751703974E10;-2.620447173724353E10;0.0;0.0
63;1.8499201068118233E34;1.4619516461548939E10;2.3351558435599854E10;0.0;0.0
64;4.483382428977999E34;-6.074333190551012E9;4.35744748207739E10;0.0;0.0
65;4.409228643944779E34;2.118117536254117E10;2.927950658147367E10;0.0;0.0
66;7.898923874337197E33;8.353921366667659E10;1.4407960063349314E10;0.0;0.0
67;6.53267284244296E32;-3.6418781431611916E10;2.3491715588420017E10;0.0;0.0
68;4.308034267311634E34;-1.3675369397919771E10;4.549091874931736E10;0.0;0.0
69;1.0439512108201134E34;2.4867591314546116E10;-1.3585483193035276E10;0.0;0.0
70;4.732059927448856E34;1.3745008237372763E10;2.255803167042814E10;0.0;0.0
71;7.580658357791635E34;2.2876613103243446E10;-1.9634611286075172E9;0.0;0.0
72;1.9156875330618374E34;2.5023113183384914E9;-7.924027013397898E9;0.0;0.0
73;4.702875613111655E34;6.727125625554255E9;-2.397776800200231E10;0.0;0.0
