id;mass;r_x;r_y;v_x;v_y
0;8.330032250643077E34;2.9761851369648815E10;-3.4558899909508E9;0.0;0.0
1;7.295043338907932E34;4.229899875860202E10;5.6456803569434185E9;0.0;0.0
2;7.160022069393982E34;6.261364289770647E10;4.246290370188547E10;0.0;0.0
3;7.809448002976287E34;2.677748413927492E10;-5.317188206540977E10;0.0;0.0
4;2.4785639659791686E34;1.815714424924624E10;3.3322365723705032E10;0.0;0.0
5;6.03550006023439E34;4.483673243315462E10;5.1317701339624815E9;0.0;0.0
6;8.503958755970329E34;2.5755626151595333E10;-3.0977453459731823E10;0.0;0.0
7;1.198766536111805E33;2.716352547489497E10;-5.012477116467139E10;0.0;0.0
8;3.095710883645626E34;6.030847100374963E10;3.2346748826723503E10;0.0;0.0
9;3.4474425266559103E34;3.105448438083042E10;-1.5698266177470547E10;0.0;0.0
10;2.9097036558831737E34;3.440318787041882E10;-3.504011079748254E10;0.0;0.0
11;9.192652875498724E34;2.6956470714979836E10;-1.1316597513548244E10;0.0;0.0
12;5.568240913471099E34;5.227623632874078E10;-2.4662046915733044E10;0.0;0.0
13;5.841661357740664E34;8.385272637945492E9;-4.9829646863715324E10;0.0;0.0
14;6.909356977532582E34;1.8572678911268135E10;2.7121530461194416E10;0.0;0.0
15;7.334840861064898E34;4.375233705723597E10;-2.6310625817054646E10;0.0;0.0
16;4.55166447691289E34;3.5212799701922714E10;1.1365382595961243E10;0.0;0.0
17;3.6581246726063663E34;-3.8535481764058685E9;2.75549483463302E10;0.0;0.0
18;6.295807042316418E34;2.1353794868177456E10;2.8586693818167763E10;0.0;0.0
19;3.0354677220466433E34;-1.943641626841647E10;-5.68338404306191E9;0.0;0.0
20;2.4307683946638387E34;6.236825078667818E10;1.9594472004600787E8;0.0;0.0
21;4.594170899095401E34;-2.209194038093567E7;-5.37724838675647E9;0.0;0.0
22;7.779287295699835E33;7.923899123778236E9;-1.8959909783657866E9;0.0;0.0
23;3.999239880007547E34;4.345563830092949E10;-9.06829786246912E9;0.0;0.0
24;5.196743590642871E34;2.0320451626076046E10;-1.1770494926522331E10;0.0;0.0
25;8.650232520681744E34;2.749815516725195E10;-3.3461740249642344E9;0.0;0.0
26;7.015285525323582E33;2.1701510985240067E10;1.0354540497390999E10;0.0;0.0
27;1.3357637190533066E34;2.4086410000728863E10;3.620547394370105E10;0.0;0.0
28;7.135375515099114E34;2.667157413304577E10;-6.033432204687516E10;0.0;0.0
29;7.6015992109959865E34;3.547349898511334E10;-2.49605435388563E9;0.0;0.0
30;2.2178403614628844E32;8.763020542791566E10;-1.1220506940056725E10;0.0;0.0
31;1.307961511818618E34;4.481266651997738E10;4.17589666749969E10;0.0;0.0
32;4.171182006476847E34;6.2790465256783035E10;-2.3965095454401814E10;0.0;0.0
33;2.8431200395285245E34;4.317904708556076E10;5.767497168500181E9;0.0;0.0
