id;mass;r_x;r_y;v_x;v_y
0;1.6787172350426986E34;-2.3790463038515343E10;-2.0784836557207275E10;0.0;0.0
1;7.1442055220993945E34;-6.91660748273777E8;-7.44204096225686E10;0.0;0.0
2;9.710172341305989E34;-2.2865186492289734E10;-4.055964412210139E10;0.0;0.0
3;8.53989992765989E33;-7.786868670213977E10;-5.312150212613171E10;0.0;0.0
4;1.8281106554047834E34;-3.353124528606675E10;-8.528456191410013E10;0.0;0.0
5;6.388783562108486E34;3.2996379917958107E9;-6.96200416153037E10;0.0;0.0
6;9.921418010865958E34;-7.082710823967072E9;-7.238316149107317E10;0.0;0.0
7;6.243057683055846E33;-1.5101889620095549E10;-5.652312951452975E10;0.0;0.0
8;3.795240252232474E34;-5.6747356940765175E10;-8.51845490837688E10;0.0;0.0
9;9.761281019127972E34;-1.0770459722481226E10;-7.031041182317444E10;0.0;0.0
10;4.420541920415713E34;-4.527235985757668E9;-7.310314370919171E10;0.0;0.0
11;2.9312468204550582E34;-2.2013264552760735E10;-4.372781372108008E10;0.0;0.0
12;8.782350700449499E34;-2.1173854244458668E10;-2.2438152978574604E10;0.0;0.0
13;5.855988404527649E34;-3.839309198906204E10;1.5664769839110107E9;0.0;0.0
14;9.236197829609647E34;-3.8117934024659294E10;-7.261787464329788E10;0.0;0.0
15;8.785931515306954E34;-9.579075269940617E10;-4.768645752881479E10;0.0;0.0
16;2.1031364987317816E33;-5.799773505532051E10;-7.557809176551358E10;0.0;0.0
17;7.90894321770323E34;-3.9655258479182495E10;-3.2272787985115444E10;0.0;0.0
18;4.347242109795443E34;1.7308883132641018E10;-3.470928695333419E10;0.0;0.0
19;6.026290188444169E34;-4.582593098322122E10;-4.0133117970287674E10;0.0;0.0
20;3.6632410226335183E34;-3.9914095793074974E10;-7.19784396254063E10;0.0;0.0
21;2.0447510352511103E34;-1.4000647655520172E10;-2.3068575283536194E10;0.0;0.0
22;7.54881376581587E34;-3.721268042133838E10;-3.7637425103576E10;0.0;0.0
23;9.217976440373915E34;3.291484820906307E10;-5.016718391344456E10;0.0;0.0
24;2.1390153722952257E33;-7.185981175416402E10;-3.187226247671004E10;0.0;0.0
25;1.8975223780030305E34;-2.2894348936174145E10;-3.9906882296704926E10;0.0;0.0
