id;mass;r_x;r_y;v_x;v_y
0;9.989271627611219E34;1.522332956504324E10;-1.632634258603698E10;0.0;0.0
1;8.712768271249348E34;1.5697638144498917E10;1.0295957868739307E10;0.0;0.0
2;8.57103108066054E34;4.075189238053003E10;-2.2088820842512173E10;0.0;0.0
3;6.220413903775685E34;6.215146092583325E10;-2.4619799707851418E10;0.0;0.0
4;3.256500234486567E33;6.262447310091768E10;-2.0087716701511982E10;0.0;0.0
5;4.357958392271236E34;2.6017903901736435E10;-2.7624719644109444E10;0.0;0.0
6;5.052245154097077E34;-3.4847138690296936E9;1.464119237338087E10;0.0;0.0
7;7.770496440761446E34;2.995055099826826E10;-2.7009272598270325E10;0.0;0.0
8;7.3429474104154815E34;7.926533341323819E10;-2.7234960187704567E10;0.0;0.0
9;2.994827133777286E33;6.169609448383522E10;1.3254536662611977E10;0.0;0.0
10;9.465211407797216E33;2.9738836231677326E10;2.8827366507806244E10;0.0;0.0
11;4.169344744236653E34;5.993135151815177E10;-9.251974975389679E9;0.0;0.0
12;4.0209384718761756E34;4.259261579080096E10;-8.080288931713926E9;0.0;0.0
13;4.417065596683402E34;2.7284496413530693E9;1.911381368761429E10;0.0;0.0
14;4.0947576507476015E34;3.765654645938288E10;-1.6627381109777865E9;0.0;0.0
15;6.043718306560968E33;8.430315003960709E9;-1.997413281528976E10;0.0;0.0
16;8.22018159875822E34;9.567359824352466E10;-2.228379088609766E10;0.0;0.0
17;5.3109766634761365E34;1.377421602701162E10;1.8940840517560783E10;0.0;0.0
18;4.72182914882343E34;5.6422971586946655E10;1.507504299325788E10;0.0;0.0
19;8.471790739399644E34;3.1875387094638626E10;5.086533026188244E9;0.0;0.0
20;7.143281223646099E34;3.97074497514555E9;-8.628046703453493E9;0.0;0.0
21;7.66438597058937E34;5.607267929141884E9;-3.1967570941520092E10;0.0;0.0
22;4.731578759740424E34;3.404437213983796E10;-3.6104089039180946E8;0.0;0.0
23;7.844141526582304E34;5.259363799858589E10;-3.4183711270415268E10;0.0;0.0
24;4.694357502490108E34;6.070541633952848E10;-3.241386635576764E10;0.0;0.0
25;7.439250322310096E34;6.545252082502148E10;-3.2316089102391243E10;0.0;0.0
26;6.038223137509314E34;5.151362942632858E10;2.2238923330234997E10;0.0;0.0
27;3.2874531338644643E34;3.612037426446071E10;3.748212489797975E10;0.0;0.0
28;6.55766273083264E34;4.070115398248726E10;4.607106418831807E9;0.0;0.0
29;6.301375218551812E33;9.166501157917493E10;2.5079895698989662E10;0.0;0.0
30;4.551306335115471E34;3.0409457350531918E10;-1.8170079236297264E10;0.0;0.0
31;4.3718971628089005E34;6.8544077004960724E10;1.9002115385286995E10;0.0;0.0
32;6.339401749913008E34;3.5024436639393776E10;-1.967259367045971E10;0.0;0.0
33;1.8243421175055158E33;5.207481382788379E10;7.292666220743754E9;0.0;0.0
34;1.0663820026503192E34;4.1129807395212326E10;2.6161963483391514E10;0.0;0.0
35;9.076684257034301E34;2.304740081503924E10;3.023077034285682E10;0.0;0.0
36;3.795731424715471E34;3.128573137501446E9;-3.372525795741577E10;0.0;0.0
37;9.798124558941401E34;2.808773096636497E10;-2.109350156078176E10;0.0;0.0
38;6.0814671119369015E34;4.888094113263583E10;7.794506402230281E9;0.0;0.0
39;1.2745599789756444E34;2.204598520440673E10;2.1491122944333958E10;0.0;0.0
40;2.3991793836728942E34;5.771273440897142E10;3.1719651314251072E10;0.0;0.0
41;4.979615113942255E34;5.0584723900306274E10;-2.171054096281461E10;0.0;0.0
42;3.4696787611096035E33;5.706179302423271E10;1.990821692247414E9;0.0;0.0
43;5.513522336081808E34;7.673201954071252E10;4.516843397011073E10;0.0;0.0
44;5.072412590477125E34;-1.883389670702739E10;4.413310928163472E10;0.0;0.0
45;3.7259381211290905E34;5.188608427429628E10;8.630516005370003E9;0.0;0.0
46;8.103762885274614E34;1.7576274616079243E10;-1.0217530015954018E8;0.0;0.0
47;2.2787082708710526E33;5.429143658815125E10;7.703725663857053E9;0.0;0.0
48;2.225272789464711E34;1.8445047019133644E10;-1.584111714052996E10;0.0;0.0
49;9.58389999814675E34;3.9460133408890625E10;9.589924681484982E9;0.0;0.0
50;3.5596224005560902E34;6.288701840147623E10;2.816108255491643E10;0.0;0.0
51;1.399334217368919E34;5.270153791851511E10;5.302816585905067E10;0.0;0.0
52;3.9140591770856952E34;2.8001046645197132E10;4.088183914478725E10;0.0;0.0
53;5.007653525166898E34;1.814388534447747E10;1.205086388602713E10;0.0;0.0
54;3.690656884295248E33;-1.3498053160054527E10;3.8779766590422226E10;0.0;0.0
55;7.366897369241645E34;1.4749897464786964E10;-1.922438196636329E10;0.0;0.0
56;5.3962932287104805E34;2.244603474913118E10;1.071056684316121E9;0.0;0.0
57;5.882215639247404E34;4.264557835119864E10;-7.274412572278738E9;0.0;0.0
58;7.159614885454926E34;1.6536844872563217E10;-2.2590957835997753E10;0.0;0.0
59;9.631691481068316E34;2.7234528925863766E10;-4.191983128823843E9;0.0;0.0
60;6.112715553866462E34;7.3818200408075905E9;-1.7615965766454845E10;0.0;0.0
61;6.613833452401982E34;5.468995470262683E10;-2.619293482564474E10;0.0;0.0
62;3.2557137366439394E34;5.461694294610281E10;2.5341270953346733E10;0.0;0.0
63;1.7808205046997688E34;2.4703401405350624E10;-3.8183997436125916E10;0.0;0.0
64;4.579695391982757E34;2.0265558545115654E10;-6.75138047490686E9;0.0;0.0
65;2.240503493394231E34;2.3641601727029854E10;3.614259047540518E10;0.0;0.0
66;6.1840979729831615E34;4.137305600265955E10;-7.497720053561363E9;0.0;0.0
67;2.031303256957954E34;1.5725442022617466E10;4.649731229413318E10;0.0;0.0
68;2.514302493099783E34;1.5386804877246601E10;-2.997343460799661E10;0.0;0.0
69;8.810264770074E34;5.894709687332096E10;1.9460658990299522E10;0.0;0.0
70;2.305412365199454E34;3.1675300636710777E10;2.9109717796329025E10;0.0;0.0
71;3.39453316483973E34;6.149886009340663E10;-1.0883769985249987E9;0.0;0.0
72;9.534028834127822E34;4.248391305590187E9;2.70989840897665E10;0.0;0.0
73;1.53654226098578E34;-1.0879220949927567E10;3.6014704976372665E10;0.0;0.0
74;8.12459879352583E34;8.204199309803293E10;-3.80788864761111E10;0.0;0.0
75;5.515262455069268E34;-2.0356547817626297E10;6.2990705524069244E10;0.0;0.0
76;6.253666393344389E34;3.788170985857511E10;-6.306501347819054E9;0.0;0.0
77;6.564183941224994E34;6.1428243534471375E10;-3.593888358269898E10;0.0;0.0
78;6.337842336641137E34;2.8061706263525307E10;3.493791183568685E10;0.0;0.0
79;9.475744359320822E34;4.05476269035182E10;-1.8408665198406396E9;0.0;0.0
80;3.735178845243383E34;4.363751593304685E10;1.6226776121254086E10;0.0;0.0
81;1.5245446867952101E34;2.1213758392289577E10;-7.613661229506489E9;0.0;0.0
82;8.847822833374472E34;5.3169713339140686E10;-3.3481071459679466E10;0.0;0.0
83;1.660932382983446E34;3.508898231345876E10;3.601530057184459E10;0.0;0.0
84;6.561182550619619E34;2.603074909856934E10;1.3869335560295795E10;0.0;0.0
85;9.50270510403504E34;8.639571317392764E10;-4.0198900957154255E9;0.0;0.0
86;4.735105254570798E34;4.811961348121369E10;6.423968101895427E9;0.0;0.0
87;8.218238130424841E34;1.4973231322612259E10;-5.878013963995583E9;0.0;0.0
88;7.569653678634059E34;2.046409975875924E10;-5.7794393922196846E10;0.0;0.0
89;5.194250420885811E34;1.580872275153297E10;-1.3388070145847975E10;0.0;0.0
90;9.350798891159987E34;5.6169779091727936E10;-1.0866257067288547E9;0.0;0.0
91;7.631755734422938E34;-6.840887256172554E9;-5.685511465317774E8;0.0;0.0
92;7.381762532597194E33;2.083373560303807E10;2.139454046273954E10;0.0;0.0
93;3.868589415236349E34;9.081877437330655E10;1.923537598791814E9;0.0;0.0
94;3.0693401821732504E34;2.1850722511442184E10;-3.468526046859182E10;0.0;0.0
95;8.524897850038873E34;-4.453071838171066E9;-2.9775445464353508E10;0.0;0.0
96;6.644697585504296E34;-1.752707077985948E10;-1.0907638111115384E9;0.0;0.0
