id;mass;r_x;r_y;v_x;v_y
0;7.127688990217056E33;-2.2532727846447342E10;2.9849674200847195E10;0.0;0.0
1;1.622247413474908E34;1.6109183031137474E10;-3.496146606104106E10;0.0;0.0
2;4.1020056165452826E34;4.158696780329551E10;3.4044306223287895E10;0.0;0.0
3;2.209515852604825E34;2.384267420576566E10;-3.9059278648132675E10;0.0;0.0
4;2.896298328913363E34;1.5007388009423805E10;3.3298539553488777E10;0.0;0.0
5;4.637323684592683E34;3.5311024197302284E10;4.5778871625465E10;0.0;0.0
6;9.511810217965988E34;5.6581960331502846E10;3.510955309955237E10;0.0;0.0
7;2.868539967361357E34;4.775964810649689E10;7.628807425525856E8;0.0;0.0
8;2.898077209670643E33;5.946816015766914E10;1.9463780428203293E10;0.0;0.0
9;1.1491604340259853E33;6.114620233738911E10;2.773802880086985E10;0.0;0.0
10;3.8947091837610817E34;2.4016347877296204E10;1.7952545026784355E10;0.0;0.0
11;4.361426963869065E34;7.31605445478258E10;-5.404792240401707E9;0.0;0.0
12;4.8344805410676823E33;4.274055472185617E10;1.8145109325444225E10;0.0;0.0
13;5.807637857977736E34;2.7252829435973267E10;2.0994401279599304E9;0.0;0.0
14;3.642219939293094E34;2.3711525575099766E10;1.4195226601955957E10;0.0;0.0
15;8.631840947091317E34;1.338988494798975E9;7.421749455790054E9;0.0;0.0
16;7.980792562631577E34;-1.575045913607149E10;3.1910939370352646E10;0.0;0.0
17;1.670190079302653E34;2.9993418920609146E10;3.0049304698332844E10;0.0;0.0
18;5.9111077079049515E34;7.06393200270964E9;7.664344329972194E10;0.0;0.0
19;9.05996956983505E34;-2.688208855073948E9;3.189965704404527E10;0.0;0.0
20;9.595073488455466E34;8.692390980722942E9;4.004522004400374E10;0.0;0.0
21;7.4229262198661E34;6.5088227473669365E10;8.3318151949683E9;0.0;0.0
22;4.3896494911434135E34;1.8498964084066994E10;6.482454928092034E10;0.0;0.0
23;1.4748923440753532E34;-1.0070365842609285E10;3.878489075077319E10;0.0;0.0
24;7.876985605279576E34;7.825955877023116E9;-9.786246336904053E9;0.0;0.0
25;4.447563590875069E34;1.5164728354100235E10;-2.21527054193301E10;0.0;0.0
26;7.870363265028377E34;3.76213085700378E10;3.3925969842582073E10;0.0;0.0
27;2.6989234591970207E34;2.0058031816910534E10;3.0143844674373676E10;0.0;0.0
28;9.661919437800805E32;2.9882838763353104E10;3.488375460481503E10;0.0;0.0
29;3.6808529990200075E34;-2.8809126818307457E10;5.2870783172402115E10;0.0;0.0
30;3.446937432678525E34;7.472672095866623E8;3.744460839470246E10;0.0;0.0
31;8.425715014383652E33;4.477650581977415E10;7.36849290038265E10;0.0;0.0
32;4.0511122037459025E34;-2.2416349778977203E9;4.037887140320224E10;0.0;0.0
33;5.654205092421596E34;4.076451135802767E10;2.3688754871956856E10;0.0;0.0
34;9.18807255917916E34;3.974204232719231E10;2.281965564376483E10;0.0;0.0
35;2.7216223653118205E34;1.3687666301046646E10;3.27384636283223E10;0.0;0.0
36;4.6700600351310725E34;-2.9350185416388E10;4.2955650196604675E10;0.0;0.0
37;3.1911076258143556E34;7.354466646567564E9;1.0365304377525372E10;0.0;0.0
38;4.304264490394394E34;5.924269238272595E9;6.579683049338821E9;0.0;0.0
39;7.638464245926449E33;2.1279919098434044E10;5.8992789583792175E10;0.0;0.0
40;1.580508883852107E34;1.620411395301839E10;4.8266702869750656E10;0.0;0.0
41;4.9574823816169E34;1.5403521299257496E10;3.6451465623612404E10;0.0;0.0
42;8.249426919495841E34;2.8353426888979202E10;-2.2199454255321808E10;0.0;0.0
43;6.22636103693725E34;8.60372965619464E9;7.478675672354971E10;0.0;0.0
44;1.1049646748271648E34;1.597713250367718E10;9.454903191035706E9;0.0;0.0
45;5.731432511830153E34;2.1406448607777935E10;-3.79457405225502E8;0.0;0.0
46;7.562891173666001E33;7.49274677726113E9;5.0245671157730545E10;0.0;0.0
47;2.728989172548233E33;-1.0072658084824636E10;1.1106815567747738E10;0.0;0.0
48;4.40987315795749E34;2.609205216094267E10;5.122350154995116E10;0.0;0.0
49;1.296247278613758E34;-2.2473806398674385E10;1.8065431936930355E10;0.0;0.0
50;7.395984854016545E34;2.691308437495514E9;6.1535551406732574E10;0.0;0.0
51;4.427595075966229E34;6.66936458456784E9;4.0213788235407295E9;0.0;0.0
52;7.871573915855265E34;4.724525753060782E10;2.8544991639168926E10;0.0;0.0
53;4.012256899597956E34;-2.575430586818644E10;3.1777855109064606E10;0.0;0.0
54;5.343627325348932E34;-2.679644690398742E10;2.4061197004946705E10;0.0;0.0
55;9.587371001407873E34;2.717207112253969E9;6.025028988170891E10;0.0;0.0
